(0), addressbook, State1:state233, State2:state550, Human Classification:2, cosine similarity: 0.8880206942558289
(59), addressbook, State1:state165, State2:state715, Human Classification:1, cosine similarity: 0.838541567325592
(60), addressbook, State1:state187, State2:state400, Human Classification:2, cosine similarity: 0.8437498807907104
(61), addressbook, State1:state331, State2:state479, Human Classification:2, cosine similarity: 0.8515623807907104
(62), addressbook, State1:state692, State2:state697, Human Classification:1, cosine similarity: 0.994791567325592
(63), addressbook, State1:state3, State2:state660, Human Classification:2, cosine similarity: 0.5781248807907104
(64), addressbook, State1:state138, State2:state721, Human Classification:2, cosine similarity: 0.6874998807907104
(65), addressbook, State1:state437, State2:state523, Human Classification:1, cosine similarity: 0.9869790077209473
(66), addressbook, State1:state455, State2:state721, Human Classification:2, cosine similarity: 0.8437498807907104
(67), addressbook, State1:state176, State2:state589, Human Classification:2, cosine similarity: 0.9062498807907104
(68), addressbook, State1:state346, State2:state355, Human Classification:2, cosine similarity: 0.9062498807907104
(69), addressbook, State1:state3, State2:state514, Human Classification:2, cosine similarity: 0.466145783662796
(70), addressbook, State1:state308, State2:state536, Human Classification:1, cosine similarity: 0.9505207538604736
(71), addressbook, State1:state173, State2:state589, Human Classification:2, cosine similarity: 0.6874998807907104
(72), addressbook, State1:state211, State2:state378, Human Classification:2, cosine similarity: 0.8515623807907104
(73), addressbook, State1:state412, State2:state589, Human Classification:1, cosine similarity: 0.9999999403953552
(74), addressbook, State1:state493, State2:state686, Human Classification:2, cosine similarity: 0.8124998807907104
(75), addressbook, State1:state318, State2:state713, Human Classification:1, cosine similarity: 0.9687497615814209
(76), addressbook, State1:state29, State2:state57, Human Classification:2, cosine similarity: 0.752604067325592
(77), addressbook, State1:index, State2:state216, Human Classification:2, cosine similarity: 0.6848957538604736
(78), addressbook, State1:state400, State2:state512, Human Classification:1, cosine similarity: 0.9869790077209473
(79), addressbook, State1:state165, State2:state420, Human Classification:1, cosine similarity: 0.8489581942558289
(80), addressbook, State1:state57, State2:state532, Human Classification:2, cosine similarity: 0.572916567325592
(81), addressbook, State1:state275, State2:state523, Human Classification:2, cosine similarity: 0.8645831346511841
(82), addressbook, State1:state257, State2:state293, Human Classification:2, cosine similarity: 0.8645832538604736
(83), addressbook, State1:state403, State2:state668, Human Classification:2, cosine similarity: 0.830729067325592
(84), addressbook, State1:state344, State2:state378, Human Classification:2, cosine similarity: 0.8593748807907104
(85), addressbook, State1:state5, State2:state397, Human Classification:2, cosine similarity: 0.6354165077209473
(86), addressbook, State1:state187, State2:state647, Human Classification:2, cosine similarity: 0.8593749403953552
(87), addressbook, State1:state3, State2:state543, Human Classification:2, cosine similarity: 0.45312491059303284
(88), addressbook, State1:state278, State2:state355, Human Classification:1, cosine similarity: 0.9869790077209473
(89), addressbook, State1:state321, State2:state560, Human Classification:1, cosine similarity: 0.963541567325592
(90), addressbook, State1:state606, State2:state619, Human Classification:2, cosine similarity: 0.8124998807907104
(91), addressbook, State1:state50, State2:state543, Human Classification:2, cosine similarity: 0.6041666269302368
(92), addressbook, State1:state54, State2:state150, Human Classification:2, cosine similarity: 0.7864581942558289
(93), addressbook, State1:state257, State2:state318, Human Classification:2, cosine similarity: 0.9036457538604736
(94), addressbook, State1:state10, State2:state493, Human Classification:2, cosine similarity: 0.7473957538604736
(95), addressbook, State1:state29, State2:state432, Human Classification:2, cosine similarity: 0.7031248211860657
(96), addressbook, State1:state593, State2:state677, Human Classification:1, cosine similarity: 0.9921873807907104
(97), addressbook, State1:state432, State2:state526, Human Classification:1, cosine similarity: 0.9817707538604736
(98), addressbook, State1:state138, State2:state409, Human Classification:2, cosine similarity: 0.6249999403953552
(99), addressbook, State1:state364, State2:state709, Human Classification:2, cosine similarity: 0.8515623211860657
(100), addressbook, State1:state38, State2:state403, Human Classification:2, cosine similarity: 0.5781249403953552
(101), addressbook, State1:state54, State2:state727, Human Classification:2, cosine similarity: 0.6796873807907104
(102), addressbook, State1:state501, State2:state517, Human Classification:2, cosine similarity: 0.7343749403953552
(103), addressbook, State1:state50, State2:state606, Human Classification:2, cosine similarity: 0.6796873807907104
(104), addressbook, State1:state272, State2:state700, Human Classification:1, cosine similarity: 0.940104067325592
(105), addressbook, State1:state187, State2:state378, Human Classification:1, cosine similarity: 0.8828124403953552
(106), addressbook, State1:state459, State2:state638, Human Classification:2, cosine similarity: 0.7552082538604736
(107), addressbook, State1:state272, State2:state692, Human Classification:1, cosine similarity: 0.940104067325592
(108), addressbook, State1:state150, State2:state638, Human Classification:2, cosine similarity: 0.7760416269302368
(109), addressbook, State1:state38, State2:state651, Human Classification:2, cosine similarity: 0.6562498807907104
(110), addressbook, State1:state647, State2:state651, Human Classification:2, cosine similarity: 0.7630206346511841
(111), addressbook, State1:state249, State2:state523, Human Classification:1, cosine similarity: 0.9322915077209473
(112), addressbook, State1:state6, State2:state459, Human Classification:2, cosine similarity: 0.6093748807907104
(113), addressbook, State1:state318, State2:state589, Human Classification:2, cosine similarity: 0.9010416269302368
(114), addressbook, State1:state272, State2:state668, Human Classification:2, cosine similarity: 0.8723957538604736
(115), addressbook, State1:state75, State2:state563, Human Classification:2, cosine similarity: 0.6666666269302368
(116), addressbook, State1:state455, State2:state713, Human Classification:2, cosine similarity: 0.8437498807907104
(117), addressbook, State1:state150, State2:state400, Human Classification:1, cosine similarity: 0.8515623807907104
(118), addressbook, State1:state257, State2:state520, Human Classification:2, cosine similarity: 0.8958332538604736
(119), addressbook, State1:state54, State2:state392, Human Classification:2, cosine similarity: 0.690104067325592
(120), addressbook, State1:state318, State2:state479, Human Classification:1, cosine similarity: 0.9739582538604736
(121), addressbook, State1:state349, State2:state718, Human Classification:1, cosine similarity: 0.9557290077209473
(122), addressbook, State1:state243, State2:state532, Human Classification:1, cosine similarity: 0.9192707538604736
(123), addressbook, State1:state143, State2:state703, Human Classification:1, cosine similarity: 0.7682290077209473
(124), addressbook, State1:state252, State2:state489, Human Classification:1, cosine similarity: 0.9505207538604736
(125), addressbook, State1:state10, State2:state677, Human Classification:2, cosine similarity: 0.6041666269302368
(126), addressbook, State1:state64, State2:state489, Human Classification:2, cosine similarity: 0.6953123807907104
(127), addressbook, State1:state523, State2:state681, Human Classification:1, cosine similarity: 0.9895832538604736
(128), addressbook, State1:state392, State2:state538, Human Classification:1, cosine similarity: 0.979166567325592
(129), addressbook, State1:state211, State2:state489, Human Classification:1, cosine similarity: 0.932291567325592
(130), addressbook, State1:state443, State2:state706, Human Classification:1, cosine similarity: 0.9817707538604736
(131), addressbook, State1:state141, State2:state619, Human Classification:2, cosine similarity: 0.783854067325592
(132), addressbook, State1:state165, State2:state597, Human Classification:1, cosine similarity: 0.838541567325592
(133), addressbook, State1:state713, State2:state727, Human Classification:1, cosine similarity: 0.9999999403953552
(134), addressbook, State1:state340, State2:state575, Human Classification:2, cosine similarity: 0.9010415077209473
(135), addressbook, State1:state8, State2:state681, Human Classification:2, cosine similarity: 0.6093749403953552
(136), addressbook, State1:state68, State2:state493, Human Classification:2, cosine similarity: 0.7473957538604736
(137), addressbook, State1:state340, State2:state677, Human Classification:2, cosine similarity: 0.8359373807907104
(138), addressbook, State1:state27, State2:state331, Human Classification:2, cosine similarity: -1, SKIPPED (STATE27)
(139), addressbook, State1:index, State2:state138, Human Classification:2, cosine similarity: 0.7864581942558289
(140), addressbook, State1:state196, State2:state340, Human Classification:2, cosine similarity: 0.9140623807907104
(141), addressbook, State1:state165, State2:state593, Human Classification:2, cosine similarity: 0.760416567325592
(142), addressbook, State1:state321, State2:state493, Human Classification:2, cosine similarity: 0.7994791269302368
(143), addressbook, State1:state506, State2:state566, Human Classification:1, cosine similarity: 0.986979067325592
(144), addressbook, State1:state68, State2:state378, Human Classification:2, cosine similarity: 0.7239581942558289
(145), addressbook, State1:state33, State2:state344, Human Classification:2, cosine similarity: 0.7239582538604736
(146), addressbook, State1:state443, State2:state656, Human Classification:2, cosine similarity: 0.8307291269302368
(147), addressbook, State1:state39, State2:state397, Human Classification:2, cosine similarity: 0.666666567325592
(148), addressbook, State1:state275, State2:state512, Human Classification:2, cosine similarity: 0.8697915077209473
(149), addressbook, State1:state331, State2:state464, Human Classification:2, cosine similarity: 0.8411457538604736
(150), addressbook, State1:state239, State2:state403, Human Classification:2, cosine similarity: 0.8671873807907104
(151), addressbook, State1:state150, State2:state697, Human Classification:1, cosine similarity: 0.8255206942558289
(152), addressbook, State1:state403, State2:state479, Human Classification:1, cosine similarity: 0.9921873807907104
(153), addressbook, State1:state50, State2:state697, Human Classification:2, cosine similarity: 0.6796873807907104
(154), addressbook, State1:state479, State2:state706, Human Classification:1, cosine similarity: 0.9739582538604736
(155), addressbook, State1:state54, State2:state634, Human Classification:2, cosine similarity: 0.7473957538604736
(156), addressbook, State1:state6, State2:state619, Human Classification:2, cosine similarity: 0.658854067325592
(157), addressbook, State1:state412, State2:state560, Human Classification:2, cosine similarity: 0.8151041269302368
(158), addressbook, State1:state355, State2:state593, Human Classification:2, cosine similarity: 0.8411456942558289
(159), addressbook, State1:state196, State2:state412, Human Classification:2, cosine similarity: 0.9192707538604736
(160), addressbook, State1:state29, State2:state520, Human Classification:2, cosine similarity: 0.6901040077209473
(161), addressbook, State1:index, State2:state29, Human Classification:2, cosine similarity: 0.8072916269302368
(162), addressbook, State1:state321, State2:state437, Human Classification:2, cosine similarity: 0.861979067325592
(163), addressbook, State1:state38, State2:state713, Human Classification:2, cosine similarity: 0.5598957538604736
(164), addressbook, State1:state293, State2:state407, Human Classification:2, cosine similarity: 0.8567707538604736
(165), addressbook, State1:state459, State2:state593, Human Classification:2, cosine similarity: 0.8151040077209473
(166), addressbook, State1:state24, State2:state252, Human Classification:2, cosine similarity: 0.6562498807907104
(167), addressbook, State1:state162, State2:state550, Human Classification:2, cosine similarity: 0.697916567325592
(168), addressbook, State1:state432, State2:state718, Human Classification:1, cosine similarity: 0.9739582538604736
(169), addressbook, State1:state64, State2:state593, Human Classification:2, cosine similarity: 0.6015623807907104
(170), addressbook, State1:state150, State2:state252, Human Classification:1, cosine similarity: 0.8958331942558289
(171), addressbook, State1:state412, State2:state493, Human Classification:2, cosine similarity: 0.8906248807907104
(172), addressbook, State1:state211, State2:state331, Human Classification:2, cosine similarity: 0.8463540077209473
(173), addressbook, State1:state29, State2:state489, Human Classification:2, cosine similarity: 0.7031249403953552
(174), addressbook, State1:state38, State2:state619, Human Classification:2, cosine similarity: 0.6119791269302368
(175), addressbook, State1:state275, State2:state606, Human Classification:2, cosine similarity: 0.8671873807907104
(176), addressbook, State1:state165, State2:state647, Human Classification:2, cosine similarity: 0.9374998211860657
(177), addressbook, State1:state432, State2:state713, Human Classification:1, cosine similarity: 0.9739582538604736
(178), addressbook, State1:state479, State2:state543, Human Classification:2, cosine similarity: 0.8359374403953552
(179), addressbook, State1:state38, State2:state138, Human Classification:2, cosine similarity: 0.6848956346511841
(180), addressbook, State1:state233, State2:state517, Human Classification:2, cosine similarity: 0.8880206942558289
(181), addressbook, State1:state138, State2:state718, Human Classification:2, cosine similarity: 0.6874998807907104
(182), addressbook, State1:state162, State2:state315, Human Classification:2, cosine similarity: 0.7187498807907104
(183), addressbook, State1:state508, State2:state563, Human Classification:1, cosine similarity: 0.9895832538604736
(184), addressbook, State1:state173, State2:state243, Human Classification:2, cosine similarity: 0.7291665077209473
(185), addressbook, State1:state38, State2:state196, Human Classification:2, cosine similarity: 0.5989582538604736
(186), addressbook, State1:state269, State2:state464, Human Classification:2, cosine similarity: 0.9140623807907104
(187), addressbook, State1:state6, State2:state493, Human Classification:2, cosine similarity: 0.6848956942558289
(188), addressbook, State1:state543, State2:state638, Human Classification:2, cosine similarity: 0.651041567325592
(189), addressbook, State1:state10, State2:state409, Human Classification:2, cosine similarity: 0.6119791269302368
(190), addressbook, State1:state143, State2:state520, Human Classification:1, cosine similarity: 0.7708331942558289
(191), addressbook, State1:state50, State2:state624, Human Classification:2, cosine similarity: 0.8411457538604736
(192), addressbook, State1:state403, State2:state660, Human Classification:2, cosine similarity: 0.7343749403953552
(193), addressbook, State1:state54, State2:state173, Human Classification:2, cosine similarity: 0.9296874403953552
(194), addressbook, State1:state355, State2:state514, Human Classification:2, cosine similarity: 0.8984373807907104
(195), addressbook, State1:state315, State2:state443, Human Classification:1, cosine similarity: 0.9687498807907104
(196), addressbook, State1:state310, State2:state563, Human Classification:1, cosine similarity: 0.9427082538604736
(197), addressbook, State1:state697, State2:state703, Human Classification:1, cosine similarity: 0.9999999403953552
(198), addressbook, State1:state5, State2:state619, Human Classification:2, cosine similarity: 0.6770832538604736
(199), addressbook, State1:state508, State2:state677, Human Classification:2, cosine similarity: 0.8411457538604736
(200), addressbook, State1:state196, State2:state575, Human Classification:1, cosine similarity: 0.9036456942558289
(201), addressbook, State1:state39, State2:state713, Human Classification:2, cosine similarity: 0.6562499403953552
(202), addressbook, State1:state715, State2:state718, Human Classification:1, cosine similarity: 0.9999999403953552
(203), addressbook, State1:state211, State2:state249, Human Classification:1, cosine similarity: 0.986979067325592
(204), addressbook, State1:state57, State2:state721, Human Classification:2, cosine similarity: 0.5703124403953552
(205), addressbook, State1:state249, State2:state543, Human Classification:2, cosine similarity: 0.8385415077209473
(206), addressbook, State1:state697, State2:state713, Human Classification:1, cosine similarity: 0.9999999403953552
(207), addressbook, State1:state489, State2:state560, Human Classification:2, cosine similarity: 0.8567707538604736
(208), addressbook, State1:state407, State2:state432, Human Classification:1, cosine similarity: 0.9843748807907104
(209), addressbook, State1:state293, State2:state538, Human Classification:2, cosine similarity: 0.8567707538604736
(210), addressbook, State1:state64, State2:state529, Human Classification:2, cosine similarity: 0.682291567325592
(211), addressbook, State1:state165, State2:state455, Human Classification:2, cosine similarity: 0.7656248807907104
(212), addressbook, State1:state143, State2:state403, Human Classification:1, cosine similarity: 0.7864581942558289
(213), addressbook, State1:state50, State2:state165, Human Classification:2, cosine similarity: 0.7578124403953552
(214), addressbook, State1:state514, State2:state697, Human Classification:1, cosine similarity: 0.9843748807907104
(215), addressbook, State1:state38, State2:state364, Human Classification:2, cosine similarity: 0.5468748807907104
(216), addressbook, State1:state176, State2:state349, Human Classification:1, cosine similarity: 0.9244790077209473
(217), addressbook, State1:state165, State2:state532, Human Classification:1, cosine similarity: 0.8411457538604736
(218), addressbook, State1:state202, State2:state315, Human Classification:2, cosine similarity: 0.8723957538604736
(219), addressbook, State1:state150, State2:state269, Human Classification:1, cosine similarity: 0.885416567325592
(220), addressbook, State1:state38, State2:state464, Human Classification:2, cosine similarity: 0.5755207538604736
(221), addressbook, State1:state33, State2:state560, Human Classification:2, cosine similarity: 0.713541567325592
(222), addressbook, State1:state257, State2:state690, Human Classification:2, cosine similarity: 0.8984373807907104
(223), addressbook, State1:state506, State2:state724, Human Classification:1, cosine similarity: 0.986979067325592
(224), addressbook, State1:state489, State2:state724, Human Classification:1, cosine similarity: 0.9791666269302368
(225), addressbook, State1:state33, State2:state520, Human Classification:2, cosine similarity: 0.6927082538604736
(226), addressbook, State1:state679, State2:state713, Human Classification:1, cosine similarity: 0.9999999403953552
(227), addressbook, State1:index, State2:state589, Human Classification:2, cosine similarity: 0.6458332538604736
(228), addressbook, State1:state523, State2:state674, Human Classification:2, cosine similarity: 0.729166567325592
(229), addressbook, State1:state517, State2:state709, Human Classification:1, cosine similarity: 0.9921874403953552
(230), addressbook, State1:state33, State2:state64, Human Classification:2, cosine similarity: 0.9218748807907104
(231), addressbook, State1:state187, State2:state397, Human Classification:2, cosine similarity: 0.8385415077209473
(232), addressbook, State1:state24, State2:state709, Human Classification:2, cosine similarity: 0.6119791269302368
(233), addressbook, State1:state54, State2:state165, Human Classification:2, cosine similarity: 0.7578124403953552
(234), addressbook, State1:state199, State2:state243, Human Classification:1, cosine similarity: 0.9765623807907104
(235), addressbook, State1:state434, State2:state566, Human Classification:1, cosine similarity: 0.9817707538604736
(236), addressbook, State1:state27, State2:state464, Human Classification:1, cosine similarity: -1, SKIPPED (STATE27)
(237), addressbook, State1:state24, State2:state724, Human Classification:2, cosine similarity: 0.6119791269302368
(238), addressbook, State1:state239, State2:state536, Human Classification:2, cosine similarity: 0.8645831942558289
(239), addressbook, State1:state199, State2:state674, Human Classification:2, cosine similarity: 0.7447916269302368
(240), addressbook, State1:state39, State2:state344, Human Classification:2, cosine similarity: 0.6901041269302368
(241), addressbook, State1:state257, State2:state409, Human Classification:2, cosine similarity: 0.8515623211860657
(242), addressbook, State1:state344, State2:state647, Human Classification:2, cosine similarity: 0.8567706942558289
(243), addressbook, State1:state57, State2:state211, Human Classification:2, cosine similarity: 0.611979067325592
(244), addressbook, State1:state364, State2:state407, Human Classification:2, cosine similarity: 0.8515623807907104
(245), addressbook, State1:state520, State2:state697, Human Classification:1, cosine similarity: 0.9973957538604736
(246), addressbook, State1:state679, State2:state727, Human Classification:1, cosine similarity: 0.9999999403953552
(247), addressbook, State1:state27, State2:state523, Human Classification:1, cosine similarity: -1, SKIPPED (STATE27)
(248), addressbook, State1:state39, State2:state489, Human Classification:2, cosine similarity: 0.666666567325592
(249), addressbook, State1:state233, State2:state679, Human Classification:2, cosine similarity: 0.8906248807907104
(250), addressbook, State1:state54, State2:state713, Human Classification:2, cosine similarity: 0.6796873807907104
(251), addressbook, State1:state10, State2:state50, Human Classification:0, cosine similarity: 0.9999999403953552
(252), addressbook, State1:state199, State2:state378, Human Classification:2, cosine similarity: 0.8385416269302368
(253), addressbook, State1:state33, State2:state321, Human Classification:2, cosine similarity: 0.7395831942558289
(254), addressbook, State1:state243, State2:state349, Human Classification:1, cosine similarity: 0.9557290077209473
(255), addressbook, State1:state493, State2:state706, Human Classification:2, cosine similarity: 0.8124998807907104
(256), addressbook, State1:state403, State2:state517, Human Classification:1, cosine similarity: 0.9895831942558289
(257), addressbook, State1:state668, State2:state697, Human Classification:2, cosine similarity: 0.8124998807907104
(258), addressbook, State1:state68, State2:state514, Human Classification:2, cosine similarity: 0.690104067325592
(259), addressbook, State1:state412, State2:state724, Human Classification:2, cosine similarity: 0.901041567325592
(260), addressbook, State1:state275, State2:state318, Human Classification:2, cosine similarity: 0.8776041269302368
(261), addressbook, State1:state150, State2:state681, Human Classification:1, cosine similarity: 0.8281248807907104
(262), addressbook, State1:state38, State2:state344, Human Classification:2, cosine similarity: 0.588541567325592
(263), addressbook, State1:state216, State2:state526, Human Classification:2, cosine similarity: 0.8593748807907104
(264), addressbook, State1:state16, State2:state340, Human Classification:2, cosine similarity: 0.6614582538604736
(265), addressbook, State1:state397, State2:state400, Human Classification:1, cosine similarity: 0.994791567325592
(266), addressbook, State1:state249, State2:state340, Human Classification:2, cosine similarity: 0.9036456942558289
(267), addressbook, State1:state38, State2:state681, Human Classification:2, cosine similarity: 0.5624998807907104
(268), addressbook, State1:state249, State2:state634, Human Classification:2, cosine similarity: 0.8880207538604736
(269), addressbook, State1:state60, State2:state143, Human Classification:2, cosine similarity: 0.8333331942558289
(270), addressbook, State1:state173, State2:state443, Human Classification:2, cosine similarity: 0.6953123807907104
(271), addressbook, State1:state143, State2:state543, Human Classification:2, cosine similarity: 0.6927081942558289
(272), addressbook, State1:state173, State2:state566, Human Classification:2, cosine similarity: 0.682291567325592
(273), addressbook, State1:state346, State2:state420, Human Classification:1, cosine similarity: 0.9661457538604736
(274), addressbook, State1:state187, State2:state724, Human Classification:2, cosine similarity: 0.8229165077209473
(275), addressbook, State1:state272, State2:state318, Human Classification:1, cosine similarity: 0.9713540077209473
(276), addressbook, State1:state432, State2:state489, Human Classification:1, cosine similarity: 0.994791567325592
(277), addressbook, State1:state624, State2:state634, Human Classification:2, cosine similarity: 0.7499998211860657
(278), addressbook, State1:state5, State2:state566, Human Classification:2, cosine similarity: 0.619791567325592
(279), addressbook, State1:state293, State2:state624, Human Classification:2, cosine similarity: 0.6380207538604736
(280), addressbook, State1:state75, State2:state721, Human Classification:2, cosine similarity: 0.6666666269302368
(281), addressbook, State1:state141, State2:state501, Human Classification:2, cosine similarity: 0.666666567325592
(282), addressbook, State1:state575, State2:state718, Human Classification:1, cosine similarity: 0.9999999403953552
(283), addressbook, State1:state173, State2:state315, Human Classification:2, cosine similarity: 0.7057290077209473
(284), addressbook, State1:state138, State2:state606, Human Classification:2, cosine similarity: 0.6874998807907104
(285), addressbook, State1:state64, State2:state420, Human Classification:2, cosine similarity: 0.690104067325592
(286), addressbook, State1:state651, State2:state656, Human Classification:2, cosine similarity: 0.7630206346511841
(287), addressbook, State1:state16, State2:state656, Human Classification:2, cosine similarity: 0.7187498807907104
(288), addressbook, State1:state409, State2:state718, Human Classification:2, cosine similarity: 0.8489581942558289
(289), addressbook, State1:state443, State2:state583, Human Classification:1, cosine similarity: 0.9817707538604736
(290), addressbook, State1:state308, State2:state715, Human Classification:1, cosine similarity: 0.9505207538604736
(291), addressbook, State1:state543, State2:state715, Human Classification:2, cosine similarity: 0.8411456942558289
(292), addressbook, State1:state674, State2:state713, Human Classification:2, cosine similarity: 0.7265624403953552
(293), addressbook, State1:state162, State2:state252, Human Classification:2, cosine similarity: 0.7343749403953552
(294), addressbook, State1:state308, State2:state331, Human Classification:2, cosine similarity: 0.8489581942558289
(295), addressbook, State1:state403, State2:state512, Human Classification:1, cosine similarity: 0.9895832538604736
(296), addressbook, State1:state583, State2:state624, Human Classification:2, cosine similarity: 0.713541567325592
(297), addressbook, State1:state249, State2:state619, Human Classification:2, cosine similarity: 0.8776041269302368
(298), addressbook, State1:index, State2:state162, Human Classification:2, cosine similarity: 0.783854067325592
(299), addressbook, State1:state455, State2:state634, Human Classification:2, cosine similarity: 0.7760416269302368
(300), addressbook, State1:state529, State2:state566, Human Classification:1, cosine similarity: 0.9973957538604736
(301), addressbook, State1:state272, State2:state593, Human Classification:2, cosine similarity: 0.8411457538604736
(302), addressbook, State1:state16, State2:state700, Human Classification:2, cosine similarity: 0.6927082538604736
(303), addressbook, State1:state252, State2:state660, Human Classification:2, cosine similarity: 0.7499998807907104
(304), addressbook, State1:state331, State2:state378, Human Classification:2, cosine similarity: 0.822916567325592
(305), addressbook, State1:state479, State2:state624, Human Classification:2, cosine similarity: 0.7187499403953552
(306), addressbook, State1:state257, State2:state392, Human Classification:2, cosine similarity: 0.8984373211860657
(307), addressbook, State1:state252, State2:state727, Human Classification:1, cosine similarity: 0.9296874403953552
(308), addressbook, State1:state403, State2:state686, Human Classification:1, cosine similarity: 0.9817706942558289
(309), addressbook, State1:state269, State2:state278, Human Classification:2, cosine similarity: 0.9140624403953552
