(0), addressbook, State1:state233, State2:state550, Human Classification:2, cosine similarity: 0.9010415077209473
(62), addressbook, State1:state692, State2:state697, Human Classification:1, cosine similarity: 0.9999999403953552
(63), addressbook, State1:state3, State2:state660, Human Classification:2, cosine similarity: 0.8749998211860657
(64), addressbook, State1:state138, State2:state721, Human Classification:2, cosine similarity: 0.8567706346511841
(65), addressbook, State1:state437, State2:state523, Human Classification:1, cosine similarity: 0.994791567325592
(66), addressbook, State1:state455, State2:state721, Human Classification:2, cosine similarity: 0.8619791269302368
(67), addressbook, State1:state176, State2:state589, Human Classification:2, cosine similarity: 0.8749999403953552
(68), addressbook, State1:state346, State2:state355, Human Classification:2, cosine similarity: 0.8932290077209473
(69), addressbook, State1:state3, State2:state514, Human Classification:2, cosine similarity: 0.8541665077209473
(70), addressbook, State1:state308, State2:state536, Human Classification:1, cosine similarity: 0.9765623807907104
(71), addressbook, State1:state173, State2:state589, Human Classification:2, cosine similarity: 0.8489581942558289
(72), addressbook, State1:state211, State2:state378, Human Classification:2, cosine similarity: 0.947916567325592
(73), addressbook, State1:state412, State2:state589, Human Classification:1, cosine similarity: 0.9973958134651184
(74), addressbook, State1:state493, State2:state686, Human Classification:2, cosine similarity: 0.8984374403953552
(75), addressbook, State1:state318, State2:state713, Human Classification:1, cosine similarity: 0.9817707538604736
(76), addressbook, State1:state29, State2:state57, Human Classification:2, cosine similarity: 0.9140623807907104
(77), addressbook, State1:index, State2:state216, Human Classification:2, cosine similarity: 0.8723956942558289
(78), addressbook, State1:state400, State2:state512, Human Classification:1, cosine similarity: 0.9999999403953552
(79), addressbook, State1:state165, State2:state420, Human Classification:1, cosine similarity: 0.9427081942558289
(80), addressbook, State1:state57, State2:state532, Human Classification:2, cosine similarity: 0.885416567325592
(81), addressbook, State1:state275, State2:state523, Human Classification:2, cosine similarity: 0.9531248807907104
(82), addressbook, State1:state257, State2:state293, Human Classification:2, cosine similarity: 0.9140625
(83), addressbook, State1:state403, State2:state668, Human Classification:2, cosine similarity: 0.9062498807907104
(84), addressbook, State1:state344, State2:state378, Human Classification:2, cosine similarity: 0.9505206942558289
(85), addressbook, State1:state5, State2:state397, Human Classification:2, cosine similarity: 0.8776041269302368
(86), addressbook, State1:state187, State2:state647, Human Classification:2, cosine similarity: 0.9062498807907104
(87), addressbook, State1:state3, State2:state543, Human Classification:2, cosine similarity: 0.7968748807907104
(88), addressbook, State1:state278, State2:state355, Human Classification:1, cosine similarity: 0.9921874403953552
(89), addressbook, State1:state321, State2:state560, Human Classification:1, cosine similarity: 0.9921874403953552
(90), addressbook, State1:state606, State2:state619, Human Classification:2, cosine similarity: 0.9088541269302368
(91), addressbook, State1:state50, State2:state543, Human Classification:2, cosine similarity: 0.830729067325592
(92), addressbook, State1:state54, State2:state150, Human Classification:2, cosine similarity: 0.9583332538604736
(93), addressbook, State1:state257, State2:state318, Human Classification:2, cosine similarity: 0.901041567325592
(94), addressbook, State1:state10, State2:state493, Human Classification:2, cosine similarity: 0.9322916269302368
(95), addressbook, State1:state29, State2:state432, Human Classification:2, cosine similarity: 0.8802081942558289
(96), addressbook, State1:state593, State2:state677, Human Classification:1, cosine similarity: 0.9999999403953552
(97), addressbook, State1:state432, State2:state526, Human Classification:1, cosine similarity: 0.994791567325592
(98), addressbook, State1:state138, State2:state409, Human Classification:2, cosine similarity: 0.8177081942558289
(99), addressbook, State1:state364, State2:state709, Human Classification:2, cosine similarity: 0.8671873807907104
(100), addressbook, State1:state38, State2:state403, Human Classification:2, cosine similarity: 0.8645832538604736
(101), addressbook, State1:state54, State2:state727, Human Classification:2, cosine similarity: 0.8880207538604736
(102), addressbook, State1:state501, State2:state517, Human Classification:2, cosine similarity: 0.869791567325592
(103), addressbook, State1:state50, State2:state606, Human Classification:2, cosine similarity: 0.893229067325592
(104), addressbook, State1:state272, State2:state700, Human Classification:1, cosine similarity: 0.979166567325592
(105), addressbook, State1:state187, State2:state378, Human Classification:1, cosine similarity: 0.9609373211860657
(106), addressbook, State1:state459, State2:state638, Human Classification:2, cosine similarity: 0.8828124403953552
(107), addressbook, State1:state272, State2:state692, Human Classification:1, cosine similarity: 0.979166567325592
(108), addressbook, State1:state150, State2:state638, Human Classification:2, cosine similarity: 0.9036456346511841
(109), addressbook, State1:state38, State2:state651, Human Classification:2, cosine similarity: 0.8776041269302368
(110), addressbook, State1:state647, State2:state651, Human Classification:2, cosine similarity: 0.893229067325592
(111), addressbook, State1:state249, State2:state523, Human Classification:1, cosine similarity: 0.971354067325592
(112), addressbook, State1:state6, State2:state459, Human Classification:2, cosine similarity: 0.869791567325592
(113), addressbook, State1:state318, State2:state589, Human Classification:2, cosine similarity: 0.8906248807907104
(114), addressbook, State1:state272, State2:state668, Human Classification:2, cosine similarity: 0.9114582538604736
(115), addressbook, State1:state75, State2:state563, Human Classification:2, cosine similarity: 0.8515624403953552
(116), addressbook, State1:state455, State2:state713, Human Classification:2, cosine similarity: 0.8619791269302368
(117), addressbook, State1:state150, State2:state400, Human Classification:1, cosine similarity: 0.940104067325592
(118), addressbook, State1:state257, State2:state520, Human Classification:2, cosine similarity: 0.8984373807907104
(119), addressbook, State1:state54, State2:state392, Human Classification:2, cosine similarity: 0.901041567325592
(120), addressbook, State1:state318, State2:state479, Human Classification:1, cosine similarity: 0.994791567325592
(121), addressbook, State1:state349, State2:state718, Human Classification:1, cosine similarity: 0.9817707538604736
(122), addressbook, State1:state243, State2:state532, Human Classification:1, cosine similarity: 0.9687499403953552
(123), addressbook, State1:state143, State2:state703, Human Classification:1, cosine similarity: 0.9140624403953552
(124), addressbook, State1:state252, State2:state489, Human Classification:1, cosine similarity: 0.9817707538604736
(125), addressbook, State1:state10, State2:state677, Human Classification:2, cosine similarity: 0.830729067325592
(126), addressbook, State1:state64, State2:state489, Human Classification:2, cosine similarity: 0.901041567325592
(127), addressbook, State1:state523, State2:state681, Human Classification:1, cosine similarity: 0.9973958134651184
(128), addressbook, State1:state392, State2:state538, Human Classification:1, cosine similarity: 0.9921874403953552
(129), addressbook, State1:state211, State2:state489, Human Classification:1, cosine similarity: 0.9765623807907104
(130), addressbook, State1:state443, State2:state706, Human Classification:1, cosine similarity: 0.9895832538604736
(131), addressbook, State1:state141, State2:state619, Human Classification:2, cosine similarity: 0.9244790077209473
(132), addressbook, State1:state165, State2:state597, Human Classification:1, cosine similarity: 0.9374998807907104
(133), addressbook, State1:state713, State2:state727, Human Classification:1, cosine similarity: 0.9999999403953552
(134), addressbook, State1:state340, State2:state575, Human Classification:2, cosine similarity: 0.8958332538604736
(135), addressbook, State1:state8, State2:state681, Human Classification:2, cosine similarity: 0.854166567325592
(136), addressbook, State1:state68, State2:state493, Human Classification:2, cosine similarity: 0.9322916269302368
(137), addressbook, State1:state340, State2:state677, Human Classification:2, cosine similarity: 0.8906249403953552
(138), addressbook, State1:state27, State2:state331, Human Classification:2, cosine similarity: 0.7135415077209473
(139), addressbook, State1:index, State2:state138, Human Classification:2, cosine similarity: 0.9453123807907104
(140), addressbook, State1:state196, State2:state340, Human Classification:2, cosine similarity: 0.8854166269302368
(141), addressbook, State1:state165, State2:state593, Human Classification:2, cosine similarity: 0.838541567325592
(142), addressbook, State1:state321, State2:state493, Human Classification:2, cosine similarity: 0.877604067325592
(143), addressbook, State1:state506, State2:state566, Human Classification:1, cosine similarity: 0.9947916269302368
(144), addressbook, State1:state68, State2:state378, Human Classification:2, cosine similarity: 0.8984373807907104
(145), addressbook, State1:state33, State2:state344, Human Classification:2, cosine similarity: 0.8854165077209473
(146), addressbook, State1:state443, State2:state656, Human Classification:2, cosine similarity: 0.9062498807907104
(147), addressbook, State1:state39, State2:state397, Human Classification:2, cosine similarity: 0.752604067325592
(148), addressbook, State1:state275, State2:state512, Human Classification:2, cosine similarity: 0.9505206942558289
(149), addressbook, State1:state331, State2:state464, Human Classification:2, cosine similarity: 0.9166665077209473
(150), addressbook, State1:state239, State2:state403, Human Classification:2, cosine similarity: 0.9036456942558289
(151), addressbook, State1:state150, State2:state697, Human Classification:1, cosine similarity: 0.9322915077209473
(152), addressbook, State1:state403, State2:state479, Human Classification:1, cosine similarity: 0.9999999403953552
(153), addressbook, State1:state50, State2:state697, Human Classification:2, cosine similarity: 0.8906249403953552
(154), addressbook, State1:state479, State2:state706, Human Classification:1, cosine similarity: 0.9895832538604736
(155), addressbook, State1:state54, State2:state634, Human Classification:2, cosine similarity: 0.9322916269302368
(156), addressbook, State1:state6, State2:state619, Human Classification:2, cosine similarity: 0.9270832538604736
(157), addressbook, State1:state412, State2:state560, Human Classification:2, cosine similarity: 0.8567706942558289
(158), addressbook, State1:state355, State2:state593, Human Classification:2, cosine similarity: 0.8906249403953552
(159), addressbook, State1:state196, State2:state412, Human Classification:2, cosine similarity: 0.8854166269302368
(160), addressbook, State1:state29, State2:state520, Human Classification:2, cosine similarity: 0.877604067325592
(161), addressbook, State1:index, State2:state29, Human Classification:2, cosine similarity: 0.9453123807907104
(162), addressbook, State1:state321, State2:state437, Human Classification:2, cosine similarity: 0.9505207538604736
(163), addressbook, State1:state38, State2:state713, Human Classification:2, cosine similarity: 0.8515623807907104
(164), addressbook, State1:state293, State2:state407, Human Classification:2, cosine similarity: 0.8854165077209473
(165), addressbook, State1:state459, State2:state593, Human Classification:2, cosine similarity: 0.8203123807907104
(166), addressbook, State1:state24, State2:state252, Human Classification:2, cosine similarity: 0.7968748807907104
(167), addressbook, State1:state162, State2:state550, Human Classification:2, cosine similarity: 0.8567707538604736
(168), addressbook, State1:state432, State2:state718, Human Classification:1, cosine similarity: 0.986979067325592
(169), addressbook, State1:state64, State2:state593, Human Classification:2, cosine similarity: 0.830729067325592
(170), addressbook, State1:state150, State2:state252, Human Classification:1, cosine similarity: 0.9609373807907104
(171), addressbook, State1:state412, State2:state493, Human Classification:2, cosine similarity: 0.9088540077209473
(172), addressbook, State1:state211, State2:state331, Human Classification:2, cosine similarity: 0.8749999403953552
(173), addressbook, State1:state29, State2:state489, Human Classification:2, cosine similarity: 0.8802081942558289
(174), addressbook, State1:state38, State2:state619, Human Classification:2, cosine similarity: 0.9218748807907104
(175), addressbook, State1:state275, State2:state606, Human Classification:2, cosine similarity: 0.9505206942558289
(176), addressbook, State1:state165, State2:state647, Human Classification:2, cosine similarity: 0.9348956942558289
(177), addressbook, State1:state432, State2:state713, Human Classification:1, cosine similarity: 0.986979067325592
(178), addressbook, State1:state479, State2:state543, Human Classification:2, cosine similarity: 0.8515624403953552
(179), addressbook, State1:state38, State2:state138, Human Classification:2, cosine similarity: 0.9114581942558289
(180), addressbook, State1:state233, State2:state517, Human Classification:2, cosine similarity: 0.8958331942558289
(181), addressbook, State1:state138, State2:state718, Human Classification:2, cosine similarity: 0.8567706346511841
(182), addressbook, State1:state162, State2:state315, Human Classification:2, cosine similarity: 0.8749998807907104
(183), addressbook, State1:state508, State2:state563, Human Classification:1, cosine similarity: 0.9947916269302368
(184), addressbook, State1:state173, State2:state243, Human Classification:2, cosine similarity: 0.8880206942558289
(185), addressbook, State1:state38, State2:state196, Human Classification:2, cosine similarity: 0.8984373807907104
(186), addressbook, State1:state269, State2:state464, Human Classification:2, cosine similarity: 0.8906249403953552
(187), addressbook, State1:state6, State2:state493, Human Classification:2, cosine similarity: 0.916666567325592
(188), addressbook, State1:state543, State2:state638, Human Classification:2, cosine similarity: 0.776041567325592
(189), addressbook, State1:state10, State2:state409, Human Classification:2, cosine similarity: 0.8333332538604736
(190), addressbook, State1:state143, State2:state520, Human Classification:1, cosine similarity: 0.924479067325592
(191), addressbook, State1:state50, State2:state624, Human Classification:2, cosine similarity: 0.9036457538604736
(192), addressbook, State1:state403, State2:state660, Human Classification:2, cosine similarity: 0.8671874403953552
(193), addressbook, State1:state54, State2:state173, Human Classification:2, cosine similarity: 0.9427081942558289
(194), addressbook, State1:state355, State2:state514, Human Classification:2, cosine similarity: 0.8906248807907104
(195), addressbook, State1:state315, State2:state443, Human Classification:1, cosine similarity: 0.9895832538604736
(196), addressbook, State1:state310, State2:state563, Human Classification:1, cosine similarity: 0.9817707538604736
(197), addressbook, State1:state697, State2:state703, Human Classification:1, cosine similarity: 0.9973957538604736
(198), addressbook, State1:state5, State2:state619, Human Classification:2, cosine similarity: 0.9270832538604736
(199), addressbook, State1:state508, State2:state677, Human Classification:2, cosine similarity: 0.8489581942558289
(200), addressbook, State1:state196, State2:state575, Human Classification:1, cosine similarity: 0.9583332538604736
(201), addressbook, State1:state39, State2:state713, Human Classification:2, cosine similarity: 0.752604067325592
(202), addressbook, State1:state715, State2:state718, Human Classification:1, cosine similarity: 0.9999999403953552
(203), addressbook, State1:state211, State2:state249, Human Classification:1, cosine similarity: 0.994791567325592
(204), addressbook, State1:state57, State2:state721, Human Classification:2, cosine similarity: 0.8802082538604736
(205), addressbook, State1:state249, State2:state543, Human Classification:2, cosine similarity: 0.854166567325592
(206), addressbook, State1:state697, State2:state713, Human Classification:1, cosine similarity: 0.9973957538604736
(207), addressbook, State1:state489, State2:state560, Human Classification:2, cosine similarity: 0.9427082538604736
(208), addressbook, State1:state407, State2:state432, Human Classification:1, cosine similarity: 0.9973957538604736
(209), addressbook, State1:state293, State2:state538, Human Classification:2, cosine similarity: 0.885416567325592
(210), addressbook, State1:state64, State2:state529, Human Classification:2, cosine similarity: 0.893229067325592
(211), addressbook, State1:state165, State2:state455, Human Classification:2, cosine similarity: 0.8411457538604736
(212), addressbook, State1:state143, State2:state403, Human Classification:1, cosine similarity: 0.9270832538604736
(213), addressbook, State1:state50, State2:state165, Human Classification:2, cosine similarity: 0.955729067325592
(214), addressbook, State1:state514, State2:state697, Human Classification:1, cosine similarity: 0.9921874403953552
(215), addressbook, State1:state38, State2:state364, Human Classification:2, cosine similarity: 0.8203123211860657
(216), addressbook, State1:state176, State2:state349, Human Classification:1, cosine similarity: 0.963541567325592
(217), addressbook, State1:state165, State2:state532, Human Classification:1, cosine similarity: 0.9374998807907104
(218), addressbook, State1:state202, State2:state315, Human Classification:2, cosine similarity: 0.947916567325592
(219), addressbook, State1:state150, State2:state269, Human Classification:1, cosine similarity: 0.9557291269302368
(220), addressbook, State1:state38, State2:state464, Human Classification:2, cosine similarity: 0.8411456942558289
(221), addressbook, State1:state33, State2:state560, Human Classification:2, cosine similarity: 0.8697915077209473
(222), addressbook, State1:state257, State2:state690, Human Classification:2, cosine similarity: 0.9036457538604736
(223), addressbook, State1:state506, State2:state724, Human Classification:1, cosine similarity: 0.9895832538604736
(224), addressbook, State1:state489, State2:state724, Human Classification:1, cosine similarity: 0.986979067325592
(225), addressbook, State1:state33, State2:state520, Human Classification:2, cosine similarity: 0.8776040077209473
(226), addressbook, State1:state679, State2:state713, Human Classification:1, cosine similarity: 0.994791567325592
(227), addressbook, State1:index, State2:state589, Human Classification:2, cosine similarity: 0.8567707538604736
(228), addressbook, State1:state523, State2:state674, Human Classification:2, cosine similarity: 0.8671873807907104
(229), addressbook, State1:state517, State2:state709, Human Classification:1, cosine similarity: 0.9921874403953552
(230), addressbook, State1:state33, State2:state64, Human Classification:2, cosine similarity: 0.9687498807907104
(231), addressbook, State1:state187, State2:state397, Human Classification:2, cosine similarity: 0.9453123807907104
(232), addressbook, State1:state24, State2:state709, Human Classification:2, cosine similarity: 0.768229067325592
(233), addressbook, State1:state54, State2:state165, Human Classification:2, cosine similarity: 0.955729067325592
(234), addressbook, State1:state199, State2:state243, Human Classification:1, cosine similarity: 0.9999999403953552
(235), addressbook, State1:state434, State2:state566, Human Classification:1, cosine similarity: 0.9921874403953552
(236), addressbook, State1:state27, State2:state464, Human Classification:2, cosine similarity: 0.7395833134651184
(237), addressbook, State1:state24, State2:state724, Human Classification:2, cosine similarity: 0.7656248807907104
(238), addressbook, State1:state239, State2:state536, Human Classification:2, cosine similarity: 0.9010415077209473
(239), addressbook, State1:state199, State2:state674, Human Classification:2, cosine similarity: 0.8906248807907104
(240), addressbook, State1:state39, State2:state344, Human Classification:2, cosine similarity: 0.7552083134651184
(241), addressbook, State1:state257, State2:state409, Human Classification:2, cosine similarity: 0.8906249403953552
(242), addressbook, State1:state344, State2:state647, Human Classification:2, cosine similarity: 0.9062498807907104
(243), addressbook, State1:state57, State2:state211, Human Classification:2, cosine similarity: 0.916666567325592
(244), addressbook, State1:state364, State2:state407, Human Classification:2, cosine similarity: 0.8645831942558289
(245), addressbook, State1:state520, State2:state697, Human Classification:1, cosine similarity: 0.9921874403953552
(246), addressbook, State1:state679, State2:state727, Human Classification:1, cosine similarity: 0.994791567325592
(247), addressbook, State1:state27, State2:state523, Human Classification:2, cosine similarity: 0.736979067325592
(248), addressbook, State1:state39, State2:state489, Human Classification:2, cosine similarity: 0.7552083134651184
(249), addressbook, State1:state233, State2:state679, Human Classification:2, cosine similarity: 0.9010415077209473
(250), addressbook, State1:state54, State2:state713, Human Classification:2, cosine similarity: 0.8880207538604736
(251), addressbook, State1:state10, State2:state50, Human Classification:0, cosine similarity: 0.9999999403953552
(252), addressbook, State1:state199, State2:state378, Human Classification:2, cosine similarity: 0.947916567325592
(253), addressbook, State1:state33, State2:state321, Human Classification:2, cosine similarity: 0.8776040077209473
(254), addressbook, State1:state243, State2:state349, Human Classification:1, cosine similarity: 0.9817707538604736
(255), addressbook, State1:state493, State2:state706, Human Classification:2, cosine similarity: 0.8958332538604736
(256), addressbook, State1:state403, State2:state517, Human Classification:1, cosine similarity: 0.9973957538604736
(257), addressbook, State1:state668, State2:state697, Human Classification:2, cosine similarity: 0.8958332538604736
(258), addressbook, State1:state68, State2:state514, Human Classification:2, cosine similarity: 0.8984373211860657
(259), addressbook, State1:state412, State2:state724, Human Classification:2, cosine similarity: 0.9010416269302368
(260), addressbook, State1:state275, State2:state318, Human Classification:2, cosine similarity: 0.947916567325592
(261), addressbook, State1:state150, State2:state681, Human Classification:1, cosine similarity: 0.9348957538604736
(262), addressbook, State1:state38, State2:state344, Human Classification:2, cosine similarity: 0.869791567325592
(263), addressbook, State1:state216, State2:state526, Human Classification:2, cosine similarity: 0.9531248807907104
(264), addressbook, State1:state16, State2:state340, Human Classification:2, cosine similarity: 0.8281248807907104
(265), addressbook, State1:state397, State2:state400, Human Classification:1, cosine similarity: 0.9999999403953552
(266), addressbook, State1:state249, State2:state340, Human Classification:2, cosine similarity: 0.885416567325592
(267), addressbook, State1:state38, State2:state681, Human Classification:2, cosine similarity: 0.8567706942558289
(268), addressbook, State1:state249, State2:state634, Human Classification:2, cosine similarity: 0.9192706942558289
(269), addressbook, State1:state60, State2:state143, Human Classification:2, cosine similarity: 0.9739582538604736
(270), addressbook, State1:state173, State2:state443, Human Classification:2, cosine similarity: 0.8645831942558289
(271), addressbook, State1:state143, State2:state543, Human Classification:2, cosine similarity: 0.8411456942558289
(272), addressbook, State1:state173, State2:state566, Human Classification:2, cosine similarity: 0.8567706942558289
(273), addressbook, State1:state346, State2:state420, Human Classification:1, cosine similarity: 0.9921874403953552
(274), addressbook, State1:state187, State2:state724, Human Classification:2, cosine similarity: 0.9348957538604736
(275), addressbook, State1:state272, State2:state318, Human Classification:1, cosine similarity: 0.9947916269302368
(276), addressbook, State1:state432, State2:state489, Human Classification:1, cosine similarity: 0.9999999403953552
(277), addressbook, State1:state624, State2:state634, Human Classification:2, cosine similarity: 0.893229067325592
(278), addressbook, State1:state5, State2:state566, Human Classification:2, cosine similarity: 0.8723957538604736
(279), addressbook, State1:state293, State2:state624, Human Classification:2, cosine similarity: 0.8124999403953552
(280), addressbook, State1:state75, State2:state721, Human Classification:2, cosine similarity: 0.8463541269302368
(281), addressbook, State1:state141, State2:state501, Human Classification:2, cosine similarity: 0.869791567325592
(282), addressbook, State1:state575, State2:state718, Human Classification:1, cosine similarity: 0.994791567325592
(283), addressbook, State1:state173, State2:state315, Human Classification:2, cosine similarity: 0.8749998807907104
(284), addressbook, State1:state138, State2:state606, Human Classification:2, cosine similarity: 0.8619790077209473
(285), addressbook, State1:state64, State2:state420, Human Classification:2, cosine similarity: 0.8984373211860657
(286), addressbook, State1:state651, State2:state656, Human Classification:2, cosine similarity: 0.893229067325592
(287), addressbook, State1:state16, State2:state656, Human Classification:2, cosine similarity: 0.8880206942558289
(288), addressbook, State1:state409, State2:state718, Human Classification:2, cosine similarity: 0.8619791269302368
(289), addressbook, State1:state443, State2:state583, Human Classification:1, cosine similarity: 0.9921874403953552
(290), addressbook, State1:state308, State2:state715, Human Classification:1, cosine similarity: 0.971354067325592
(291), addressbook, State1:state543, State2:state715, Human Classification:2, cosine similarity: 0.8541666269302368
(292), addressbook, State1:state674, State2:state713, Human Classification:2, cosine similarity: 0.8593748807907104
(293), addressbook, State1:state162, State2:state252, Human Classification:2, cosine similarity: 0.8828123807907104
(294), addressbook, State1:state308, State2:state331, Human Classification:2, cosine similarity: 0.8828123807907104
(295), addressbook, State1:state403, State2:state512, Human Classification:1, cosine similarity: 0.9973957538604736
(296), addressbook, State1:state583, State2:state624, Human Classification:2, cosine similarity: 0.8645832538604736
(297), addressbook, State1:state249, State2:state619, Human Classification:2, cosine similarity: 0.9348957538604736
(298), addressbook, State1:index, State2:state162, Human Classification:2, cosine similarity: 0.9505207538604736
(299), addressbook, State1:state455, State2:state634, Human Classification:2, cosine similarity: 0.8489581942558289
(300), addressbook, State1:state529, State2:state566, Human Classification:1, cosine similarity: 0.9999999403953552
(301), addressbook, State1:state272, State2:state593, Human Classification:2, cosine similarity: 0.8567706942558289
(302), addressbook, State1:state16, State2:state700, Human Classification:2, cosine similarity: 0.861979067325592
(303), addressbook, State1:state252, State2:state660, Human Classification:2, cosine similarity: 0.8854165077209473
(304), addressbook, State1:state331, State2:state378, Human Classification:2, cosine similarity: 0.8489581942558289
(305), addressbook, State1:state479, State2:state624, Human Classification:2, cosine similarity: 0.8671874403953552
(306), addressbook, State1:state257, State2:state392, Human Classification:2, cosine similarity: 0.901041567325592
(307), addressbook, State1:state252, State2:state727, Human Classification:1, cosine similarity: 0.9687499403953552
(308), addressbook, State1:state403, State2:state686, Human Classification:1, cosine similarity: 0.9921874403953552
(309), addressbook, State1:state269, State2:state278, Human Classification:2, cosine similarity: 0.8984373807907104
(310), addressbook, State1:state479, State2:state550, Human Classification:1, cosine similarity: 0.9921874403953552
