(0), addressbook, State1:state233, State2:state550, Human Classification:2, cosine similarity: 0.901041567325592
(164), addressbook, State1:state293, State2:state407, Human Classification:2, cosine similarity: 0.9192706942558289
(165), addressbook, State1:state459, State2:state593, Human Classification:2, cosine similarity: 0.885416567325592
(166), addressbook, State1:state24, State2:state252, Human Classification:2, cosine similarity: 0.7526040077209473
(167), addressbook, State1:state162, State2:state550, Human Classification:2, cosine similarity: 0.8619790077209473
(168), addressbook, State1:state432, State2:state718, Human Classification:1, cosine similarity: 0.994791567325592
(169), addressbook, State1:state64, State2:state593, Human Classification:2, cosine similarity: 0.8593748807907104
(170), addressbook, State1:state150, State2:state252, Human Classification:1, cosine similarity: 0.9583332538604736
(171), addressbook, State1:state412, State2:state493, Human Classification:2, cosine similarity: 0.9296873807907104
(172), addressbook, State1:state211, State2:state331, Human Classification:2, cosine similarity: 0.9010415077209473
(173), addressbook, State1:state29, State2:state489, Human Classification:2, cosine similarity: 0.8593748807907104
(174), addressbook, State1:state38, State2:state619, Human Classification:2, cosine similarity: 0.760416567325592
(175), addressbook, State1:state275, State2:state606, Human Classification:2, cosine similarity: 0.979166567325592
(176), addressbook, State1:state165, State2:state647, Human Classification:2, cosine similarity: 0.9088540077209473
(177), addressbook, State1:state432, State2:state713, Human Classification:1, cosine similarity: 0.9921873807907104
(178), addressbook, State1:state479, State2:state543, Human Classification:2, cosine similarity: 0.901041567325592
(179), addressbook, State1:state38, State2:state138, Human Classification:2, cosine similarity: 0.8281248807907104
(180), addressbook, State1:state233, State2:state517, Human Classification:2, cosine similarity: 0.9036456942558289
(181), addressbook, State1:state138, State2:state718, Human Classification:2, cosine similarity: 0.8906248807907104
(182), addressbook, State1:state162, State2:state315, Human Classification:2, cosine similarity: 0.8671873807907104
(183), addressbook, State1:state508, State2:state563, Human Classification:1, cosine similarity: 0.9973957538604736
(184), addressbook, State1:state173, State2:state243, Human Classification:2, cosine similarity: 0.8723956942558289
(185), addressbook, State1:state38, State2:state196, Human Classification:2, cosine similarity: 0.8593748807907104
(186), addressbook, State1:state269, State2:state464, Human Classification:2, cosine similarity: 0.8984373211860657
(187), addressbook, State1:state6, State2:state493, Human Classification:2, cosine similarity: 0.9062499403953552
(188), addressbook, State1:state543, State2:state638, Human Classification:2, cosine similarity: 0.8515623807907104
(189), addressbook, State1:state10, State2:state409, Human Classification:2, cosine similarity: 0.8697915077209473
(190), addressbook, State1:state143, State2:state520, Human Classification:1, cosine similarity: 0.9270832538604736
(191), addressbook, State1:state50, State2:state624, Human Classification:2, cosine similarity: 0.8697916269302368
(192), addressbook, State1:state403, State2:state660, Human Classification:2, cosine similarity: 0.8593748807907104
(193), addressbook, State1:state54, State2:state173, Human Classification:2, cosine similarity: 0.877604067325592
(194), addressbook, State1:state355, State2:state514, Human Classification:2, cosine similarity: 0.8958331942558289
(195), addressbook, State1:state315, State2:state443, Human Classification:1, cosine similarity: 0.9921874403953552
(196), addressbook, State1:state310, State2:state563, Human Classification:1, cosine similarity: 0.986979067325592
(197), addressbook, State1:state697, State2:state703, Human Classification:1, cosine similarity: 0.9999999403953552
(198), addressbook, State1:state5, State2:state619, Human Classification:2, cosine similarity: 0.9088541269302368
(199), addressbook, State1:state508, State2:state677, Human Classification:2, cosine similarity: 0.8958332538604736
(200), addressbook, State1:state196, State2:state575, Human Classification:1, cosine similarity: 0.9713541269302368
(201), addressbook, State1:state39, State2:state713, Human Classification:2, cosine similarity: 0.9114582538604736
(202), addressbook, State1:state715, State2:state718, Human Classification:1, cosine similarity: 0.9999999403953552
(203), addressbook, State1:state211, State2:state249, Human Classification:1, cosine similarity: 0.9895832538604736
(204), addressbook, State1:state57, State2:state721, Human Classification:2, cosine similarity: 0.8802081942558289
(205), addressbook, State1:state249, State2:state543, Human Classification:2, cosine similarity: 0.8958332538604736
(206), addressbook, State1:state697, State2:state713, Human Classification:1, cosine similarity: 0.9973957538604736
(207), addressbook, State1:state489, State2:state560, Human Classification:2, cosine similarity: 0.979166567325592
(208), addressbook, State1:state407, State2:state432, Human Classification:1, cosine similarity: 0.9973958134651184
(209), addressbook, State1:state293, State2:state538, Human Classification:2, cosine similarity: 0.916666567325592
(210), addressbook, State1:state64, State2:state529, Human Classification:2, cosine similarity: 0.9088541269302368
(211), addressbook, State1:state165, State2:state455, Human Classification:2, cosine similarity: 0.8958332538604736
(212), addressbook, State1:state143, State2:state403, Human Classification:1, cosine similarity: 0.932291567325592
(213), addressbook, State1:state50, State2:state165, Human Classification:2, cosine similarity: 0.9583332538604736
(214), addressbook, State1:state514, State2:state697, Human Classification:1, cosine similarity: 0.9973957538604736
(215), addressbook, State1:state38, State2:state364, Human Classification:2, cosine similarity: 0.8567707538604736
(216), addressbook, State1:state176, State2:state349, Human Classification:1, cosine similarity: 0.9661457538604736
(217), addressbook, State1:state165, State2:state532, Human Classification:1, cosine similarity: 0.9505207538604736
(218), addressbook, State1:state202, State2:state315, Human Classification:2, cosine similarity: 0.979166567325592
(219), addressbook, State1:state150, State2:state269, Human Classification:1, cosine similarity: 0.9531249403953552
(220), addressbook, State1:state38, State2:state464, Human Classification:2, cosine similarity: 0.8359373807907104
(221), addressbook, State1:state33, State2:state560, Human Classification:2, cosine similarity: 0.8828123807907104
(222), addressbook, State1:state257, State2:state690, Human Classification:2, cosine similarity: 0.8958332538604736
(223), addressbook, State1:state506, State2:state724, Human Classification:1, cosine similarity: 0.9947916269302368
(224), addressbook, State1:state489, State2:state724, Human Classification:1, cosine similarity: 0.994791567325592
(225), addressbook, State1:state33, State2:state520, Human Classification:2, cosine similarity: 0.8359373807907104
(226), addressbook, State1:state679, State2:state713, Human Classification:1, cosine similarity: 0.9973957538604736
(227), addressbook, State1:index, State2:state589, Human Classification:2, cosine similarity: 0.8984374403953552
(228), addressbook, State1:state523, State2:state674, Human Classification:2, cosine similarity: 0.8593748211860657
(229), addressbook, State1:state517, State2:state709, Human Classification:1, cosine similarity: 0.9973957538604736
(230), addressbook, State1:state33, State2:state64, Human Classification:2, cosine similarity: 0.861979067325592
(231), addressbook, State1:state187, State2:state397, Human Classification:2, cosine similarity: 0.9739582538604736
(232), addressbook, State1:state24, State2:state709, Human Classification:2, cosine similarity: 0.7499998807907104
(233), addressbook, State1:state54, State2:state165, Human Classification:2, cosine similarity: 0.9583332538604736
(234), addressbook, State1:state199, State2:state243, Human Classification:1, cosine similarity: 0.9999999403953552
(235), addressbook, State1:state434, State2:state566, Human Classification:1, cosine similarity: 0.994791567325592
(236), addressbook, State1:state27, State2:state464, Human Classification:2, cosine similarity: 0.4869791269302368
(237), addressbook, State1:state24, State2:state724, Human Classification:2, cosine similarity: 0.7526041269302368
(238), addressbook, State1:state239, State2:state536, Human Classification:2, cosine similarity: 0.9140623211860657
(239), addressbook, State1:state199, State2:state674, Human Classification:2, cosine similarity: 0.8749998807907104
(240), addressbook, State1:state39, State2:state344, Human Classification:2, cosine similarity: 0.9140623807907104
(241), addressbook, State1:state257, State2:state409, Human Classification:2, cosine similarity: 0.9348957538604736
(242), addressbook, State1:state344, State2:state647, Human Classification:2, cosine similarity: 0.901041567325592
(243), addressbook, State1:state57, State2:state211, Human Classification:2, cosine similarity: 0.901041567325592
(244), addressbook, State1:state364, State2:state407, Human Classification:2, cosine similarity: 0.908854067325592
(245), addressbook, State1:state520, State2:state697, Human Classification:1, cosine similarity: 0.9973957538604736
(246), addressbook, State1:state679, State2:state727, Human Classification:1, cosine similarity: 0.9999999403953552
(247), addressbook, State1:state27, State2:state523, Human Classification:2, cosine similarity: 0.48697906732559204
(248), addressbook, State1:state39, State2:state489, Human Classification:2, cosine similarity: 0.9166665077209473
(249), addressbook, State1:state233, State2:state679, Human Classification:2, cosine similarity: 0.901041567325592
(250), addressbook, State1:state54, State2:state713, Human Classification:2, cosine similarity: 0.9062499403953552
(251), addressbook, State1:state10, State2:state50, Human Classification:0, cosine similarity: 0.9999999403953552
(252), addressbook, State1:state199, State2:state378, Human Classification:2, cosine similarity: 0.9635416269302368
(253), addressbook, State1:state33, State2:state321, Human Classification:2, cosine similarity: 0.8906248807907104
(254), addressbook, State1:state243, State2:state349, Human Classification:1, cosine similarity: 0.979166567325592
(255), addressbook, State1:state493, State2:state706, Human Classification:2, cosine similarity: 0.8958331942558289
(256), addressbook, State1:state403, State2:state517, Human Classification:1, cosine similarity: 0.9947916269302368
(257), addressbook, State1:state668, State2:state697, Human Classification:2, cosine similarity: 0.8958331942558289
(258), addressbook, State1:state68, State2:state514, Human Classification:2, cosine similarity: 0.9114582538604736
(259), addressbook, State1:state412, State2:state724, Human Classification:2, cosine similarity: 0.8880206942558289
(260), addressbook, State1:state275, State2:state318, Human Classification:2, cosine similarity: 0.9739581942558289
(261), addressbook, State1:state150, State2:state681, Human Classification:1, cosine similarity: 0.9374998807907104
(262), addressbook, State1:state38, State2:state344, Human Classification:2, cosine similarity: 0.8359374403953552
(263), addressbook, State1:state216, State2:state526, Human Classification:2, cosine similarity: 0.9843749403953552
(264), addressbook, State1:state16, State2:state340, Human Classification:2, cosine similarity: 0.8567707538604736
(265), addressbook, State1:state397, State2:state400, Human Classification:1, cosine similarity: 0.994791567325592
(266), addressbook, State1:state249, State2:state340, Human Classification:2, cosine similarity: 0.901041567325592
(267), addressbook, State1:state38, State2:state681, Human Classification:2, cosine similarity: 0.830729067325592
(268), addressbook, State1:state249, State2:state634, Human Classification:2, cosine similarity: 0.9010415077209473
(269), addressbook, State1:state60, State2:state143, Human Classification:2, cosine similarity: 0.9843748807907104
(270), addressbook, State1:state173, State2:state443, Human Classification:2, cosine similarity: 0.8671873807907104
(271), addressbook, State1:state143, State2:state543, Human Classification:2, cosine similarity: 0.8828123807907104
(272), addressbook, State1:state173, State2:state566, Human Classification:2, cosine similarity: 0.8671873807907104
(273), addressbook, State1:state346, State2:state420, Human Classification:1, cosine similarity: 0.9999999403953552
(274), addressbook, State1:state187, State2:state724, Human Classification:2, cosine similarity: 0.979166567325592
(275), addressbook, State1:state272, State2:state318, Human Classification:1, cosine similarity: 0.994791567325592
(276), addressbook, State1:state432, State2:state489, Human Classification:1, cosine similarity: 0.9999999403953552
(277), addressbook, State1:state624, State2:state634, Human Classification:2, cosine similarity: 0.8489581942558289
(278), addressbook, State1:state5, State2:state566, Human Classification:2, cosine similarity: 0.8749999403953552
(279), addressbook, State1:state293, State2:state624, Human Classification:2, cosine similarity: 0.8645831942558289
(280), addressbook, State1:state75, State2:state721, Human Classification:2, cosine similarity: 0.854166567325592
(281), addressbook, State1:state141, State2:state501, Human Classification:2, cosine similarity: 0.8723956942558289
(282), addressbook, State1:state575, State2:state718, Human Classification:1, cosine similarity: 0.9999999403953552
(283), addressbook, State1:state173, State2:state315, Human Classification:2, cosine similarity: 0.8723957538604736
(284), addressbook, State1:state138, State2:state606, Human Classification:2, cosine similarity: 0.8906248807907104
(285), addressbook, State1:state64, State2:state420, Human Classification:2, cosine similarity: 0.9166665077209473
(286), addressbook, State1:state651, State2:state656, Human Classification:2, cosine similarity: 0.8489581942558289
(287), addressbook, State1:state16, State2:state656, Human Classification:2, cosine similarity: 0.8541666269302368
(288), addressbook, State1:state409, State2:state718, Human Classification:2, cosine similarity: 0.9062499403953552
(289), addressbook, State1:state443, State2:state583, Human Classification:1, cosine similarity: 0.994791567325592
(290), addressbook, State1:state308, State2:state715, Human Classification:1, cosine similarity: 0.986979067325592
(291), addressbook, State1:state543, State2:state715, Human Classification:2, cosine similarity: 0.8984373807907104
(292), addressbook, State1:state674, State2:state713, Human Classification:2, cosine similarity: 0.8567706942558289
(293), addressbook, State1:state162, State2:state252, Human Classification:2, cosine similarity: 0.8697915077209473
(294), addressbook, State1:state308, State2:state331, Human Classification:2, cosine similarity: 0.9062498807907104
(295), addressbook, State1:state403, State2:state512, Human Classification:1, cosine similarity: 0.9947916269302368
(296), addressbook, State1:state583, State2:state624, Human Classification:2, cosine similarity: 0.8593748211860657
(297), addressbook, State1:state249, State2:state619, Human Classification:2, cosine similarity: 0.9010415077209473
(298), addressbook, State1:index, State2:state162, Human Classification:2, cosine similarity: 0.9531248807907104
(299), addressbook, State1:state455, State2:state634, Human Classification:2, cosine similarity: 0.893229067325592
(300), addressbook, State1:state529, State2:state566, Human Classification:1, cosine similarity: 0.9999999403953552
(301), addressbook, State1:state272, State2:state593, Human Classification:2, cosine similarity: 0.8906249403953552
(302), addressbook, State1:state16, State2:state700, Human Classification:2, cosine similarity: 0.8567707538604736
(303), addressbook, State1:state252, State2:state660, Human Classification:2, cosine similarity: 0.8619790077209473
(304), addressbook, State1:state331, State2:state378, Human Classification:2, cosine similarity: 0.8906248807907104
(305), addressbook, State1:state479, State2:state624, Human Classification:2, cosine similarity: 0.8593748211860657
(306), addressbook, State1:state257, State2:state392, Human Classification:2, cosine similarity: 0.9010415077209473
(307), addressbook, State1:state252, State2:state727, Human Classification:1, cosine similarity: 0.979166567325592
(308), addressbook, State1:state403, State2:state686, Human Classification:1, cosine similarity: 0.9921874403953552
(309), addressbook, State1:state269, State2:state278, Human Classification:2, cosine similarity: 0.9036457538604736
(310), addressbook, State1:state479, State2:state550, Human Classification:1, cosine similarity: 0.994791567325592
