(0), addressbook, State1:state233, State2:state550, Human Classification:2, cosine similarity: 0.8932291269302368
(26), addressbook, State1:state543, State2:state703, Human Classification:2, cosine similarity: 0.8593748807907104
(27), addressbook, State1:state520, State2:state583, Human Classification:1, cosine similarity: 0.8932291269302368
(28), addressbook, State1:state68, State2:state668, Human Classification:2, cosine similarity: 0.7708332538604736
(29), addressbook, State1:state233, State2:state538, Human Classification:2, cosine similarity: 0.8984375
(30), addressbook, State1:state389, State2:state597, Human Classification:2, cosine similarity: 0.8671873807907104
(31), addressbook, State1:state340, State2:state619, Human Classification:2, cosine similarity: 0.9140623807907104
(32), addressbook, State1:state566, State2:state703, Human Classification:1, cosine similarity: 0.9921873807907104
(33), addressbook, State1:state143, State2:state512, Human Classification:1, cosine similarity: 0.7734373807907104
(34), addressbook, State1:state64, State2:state349, Human Classification:2, cosine similarity: 0.7161457538604736
(35), addressbook, State1:state308, State2:state713, Human Classification:1, cosine similarity: 0.9609373807907104
(36), addressbook, State1:state589, State2:state715, Human Classification:2, cosine similarity: 0.8958332538604736
(37), addressbook, State1:state10, State2:state597, Human Classification:2, cosine similarity: 0.6979165077209473
(38), addressbook, State1:state138, State2:state560, Human Classification:2, cosine similarity: 0.6484374403953552
(39), addressbook, State1:state437, State2:state560, Human Classification:2, cosine similarity: 0.8489581942558289
(40), addressbook, State1:state520, State2:state550, Human Classification:1, cosine similarity: 0.9999999403953552
(41), addressbook, State1:state597, State2:state624, Human Classification:2, cosine similarity: 0.7161457538604736
(42), addressbook, State1:state27, State2:state257, Human Classification:2, cosine similarity: -1, SKIPPED (STATE27)
(43), addressbook, State1:state364, State2:state532, Human Classification:2, cosine similarity: 0.8541666269302368
(44), addressbook, State1:state3, State2:state624, Human Classification:2, cosine similarity: 0.5130208134651184
(45), addressbook, State1:state247, State2:state318, Human Classification:1, cosine similarity: 0.9661457538604736
(46), addressbook, State1:state6, State2:state293, Human Classification:2, cosine similarity: 0.5937498807907104
(47), addressbook, State1:state278, State2:state647, Human Classification:2, cosine similarity: 0.8619791269302368
(48), addressbook, State1:state173, State2:state355, Human Classification:2, cosine similarity: 0.705729067325592
(49), addressbook, State1:state38, State2:state355, Human Classification:2, cosine similarity: 0.6197916269302368
(50), addressbook, State1:state677, State2:state679, Human Classification:2, cosine similarity: 0.8541666269302368
(51), addressbook, State1:state33, State2:state247, Human Classification:2, cosine similarity: 0.40104159712791443
(52), addressbook, State1:index, State2:state68, Human Classification:2, cosine similarity: 0.8124998211860657
(53), addressbook, State1:state252, State2:state269, Human Classification:1, cosine similarity: 0.9843748807907104
(54), addressbook, State1:state75, State2:state162, Human Classification:2, cosine similarity: 0.7343748807907104
(55), addressbook, State1:state269, State2:state400, Human Classification:1, cosine similarity: 0.9661456942558289
(56), addressbook, State1:state6, State2:state434, Human Classification:2, cosine similarity: 0.6119790077209473
(57), addressbook, State1:state355, State2:state721, Human Classification:2, cosine similarity: 0.901041567325592
(58), addressbook, State1:state249, State2:state703, Human Classification:1, cosine similarity: 0.9322915077209473
(59), addressbook, State1:state165, State2:state715, Human Classification:1, cosine similarity: 0.8437498807907104
(60), addressbook, State1:state187, State2:state400, Human Classification:2, cosine similarity: 0.8880206942558289
(61), addressbook, State1:state331, State2:state479, Human Classification:2, cosine similarity: 0.8515624403953552
(62), addressbook, State1:state692, State2:state697, Human Classification:1, cosine similarity: 0.9921874403953552
(63), addressbook, State1:state3, State2:state660, Human Classification:2, cosine similarity: 0.5078124403953552
(64), addressbook, State1:state138, State2:state721, Human Classification:2, cosine similarity: 0.651041567325592
(65), addressbook, State1:state437, State2:state523, Human Classification:1, cosine similarity: 0.9921873807907104
(66), addressbook, State1:state455, State2:state721, Human Classification:2, cosine similarity: 0.8593748807907104
(67), addressbook, State1:state176, State2:state589, Human Classification:2, cosine similarity: 0.9348956942558289
(68), addressbook, State1:state346, State2:state355, Human Classification:2, cosine similarity: 0.9218748807907104
(69), addressbook, State1:state3, State2:state514, Human Classification:2, cosine similarity: 0.4765624403953552
(70), addressbook, State1:state308, State2:state536, Human Classification:1, cosine similarity: 0.9661456346511841
(71), addressbook, State1:state173, State2:state589, Human Classification:2, cosine similarity: 0.705729067325592
(72), addressbook, State1:state211, State2:state378, Human Classification:2, cosine similarity: 0.8437498807907104
(73), addressbook, State1:state412, State2:state589, Human Classification:1, cosine similarity: 0.9973957538604736
(74), addressbook, State1:state493, State2:state686, Human Classification:2, cosine similarity: 0.8463541269302368
(75), addressbook, State1:state318, State2:state713, Human Classification:1, cosine similarity: 0.9739581346511841
(76), addressbook, State1:state29, State2:state57, Human Classification:2, cosine similarity: 0.7317707538604736
(77), addressbook, State1:index, State2:state216, Human Classification:2, cosine similarity: 0.7135416269302368
(78), addressbook, State1:state400, State2:state512, Human Classification:1, cosine similarity: 0.9817707538604736
(79), addressbook, State1:state165, State2:state420, Human Classification:1, cosine similarity: 0.8567707538604736
(80), addressbook, State1:state57, State2:state532, Human Classification:2, cosine similarity: 0.5807291269302368
(81), addressbook, State1:state275, State2:state523, Human Classification:2, cosine similarity: 0.8802081942558289
(82), addressbook, State1:state257, State2:state293, Human Classification:2, cosine similarity: 0.8437498211860657
(83), addressbook, State1:state403, State2:state668, Human Classification:2, cosine similarity: 0.8567706346511841
(84), addressbook, State1:state344, State2:state378, Human Classification:2, cosine similarity: 0.8645831346511841
(85), addressbook, State1:state5, State2:state397, Human Classification:2, cosine similarity: 0.658854067325592
(86), addressbook, State1:state187, State2:state647, Human Classification:2, cosine similarity: 0.8749998211860657
(87), addressbook, State1:state3, State2:state543, Human Classification:2, cosine similarity: 0.4765624403953552
(88), addressbook, State1:state278, State2:state355, Human Classification:1, cosine similarity: 0.9869791269302368
(89), addressbook, State1:state321, State2:state560, Human Classification:1, cosine similarity: 0.9687498807907104
(90), addressbook, State1:state606, State2:state619, Human Classification:2, cosine similarity: 0.8489582538604736
(91), addressbook, State1:state50, State2:state543, Human Classification:2, cosine similarity: 0.6145832538604736
(92), addressbook, State1:state54, State2:state150, Human Classification:2, cosine similarity: 0.8177081942558289
(93), addressbook, State1:state257, State2:state318, Human Classification:2, cosine similarity: 0.9088541269302368
(94), addressbook, State1:state10, State2:state493, Human Classification:2, cosine similarity: 0.7708332538604736
(95), addressbook, State1:state29, State2:state432, Human Classification:2, cosine similarity: 0.6953124403953552
(96), addressbook, State1:state593, State2:state677, Human Classification:1, cosine similarity: 0.9973958134651184
(97), addressbook, State1:state432, State2:state526, Human Classification:1, cosine similarity: 0.9869791269302368
(98), addressbook, State1:state138, State2:state409, Human Classification:2, cosine similarity: 0.6197916269302368
(99), addressbook, State1:state364, State2:state709, Human Classification:2, cosine similarity: 0.8619791269302368
(100), addressbook, State1:state38, State2:state403, Human Classification:2, cosine similarity: 0.3229166269302368
(101), addressbook, State1:state54, State2:state727, Human Classification:2, cosine similarity: 0.6953123807907104
(102), addressbook, State1:state501, State2:state517, Human Classification:2, cosine similarity: 0.7239581942558289
(103), addressbook, State1:state50, State2:state606, Human Classification:2, cosine similarity: 0.6953123807907104
(104), addressbook, State1:state272, State2:state700, Human Classification:1, cosine similarity: 0.9895832538604736
(105), addressbook, State1:state187, State2:state378, Human Classification:1, cosine similarity: 0.9114581942558289
(106), addressbook, State1:state459, State2:state638, Human Classification:2, cosine similarity: 0.7499998807907104
(107), addressbook, State1:state272, State2:state692, Human Classification:1, cosine similarity: 0.9921873807907104
(108), addressbook, State1:state150, State2:state638, Human Classification:2, cosine similarity: 0.7786456942558289
(109), addressbook, State1:state38, State2:state651, Human Classification:2, cosine similarity: 0.6718749403953552
(110), addressbook, State1:state647, State2:state651, Human Classification:2, cosine similarity: 0.6510415077209473
(111), addressbook, State1:state249, State2:state523, Human Classification:1, cosine similarity: 0.9427081942558289
(112), addressbook, State1:state6, State2:state459, Human Classification:2, cosine similarity: 0.6015624403953552
(113), addressbook, State1:state318, State2:state589, Human Classification:2, cosine similarity: 0.9166666269302368
(114), addressbook, State1:state272, State2:state668, Human Classification:2, cosine similarity: 0.8802082538604736
(115), addressbook, State1:state75, State2:state563, Human Classification:2, cosine similarity: 0.6770832538604736
(116), addressbook, State1:state455, State2:state713, Human Classification:2, cosine similarity: 0.8593748807907104
(117), addressbook, State1:state150, State2:state400, Human Classification:1, cosine similarity: 0.8333332538604736
(118), addressbook, State1:state257, State2:state520, Human Classification:2, cosine similarity: 0.8984373807907104
(119), addressbook, State1:state54, State2:state392, Human Classification:2, cosine similarity: 0.7109373807907104
(120), addressbook, State1:state318, State2:state479, Human Classification:1, cosine similarity: 0.979166567325592
(121), addressbook, State1:state349, State2:state718, Human Classification:1, cosine similarity: 0.9713541269302368
(122), addressbook, State1:state243, State2:state532, Human Classification:1, cosine similarity: 0.9348957538604736
(123), addressbook, State1:state143, State2:state703, Human Classification:1, cosine similarity: 0.7630207538604736
(124), addressbook, State1:state252, State2:state489, Human Classification:1, cosine similarity: 0.8723957538604736
(125), addressbook, State1:state10, State2:state677, Human Classification:2, cosine similarity: 0.6171874403953552
(126), addressbook, State1:state64, State2:state489, Human Classification:2, cosine similarity: 0.7031248807907104
(127), addressbook, State1:state523, State2:state681, Human Classification:1, cosine similarity: 0.9947916269302368
(128), addressbook, State1:state392, State2:state538, Human Classification:1, cosine similarity: 0.9869791269302368
(129), addressbook, State1:state211, State2:state489, Human Classification:1, cosine similarity: 0.8671873807907104
(130), addressbook, State1:state443, State2:state706, Human Classification:1, cosine similarity: 0.9973957538604736
(131), addressbook, State1:state141, State2:state619, Human Classification:2, cosine similarity: 0.8124998807907104
(132), addressbook, State1:state165, State2:state597, Human Classification:1, cosine similarity: 0.8515623807907104
(133), addressbook, State1:state713, State2:state727, Human Classification:1, cosine similarity: 0.9973957538604736
(134), addressbook, State1:state340, State2:state575, Human Classification:2, cosine similarity: 0.9062499403953552
(135), addressbook, State1:state8, State2:state681, Human Classification:2, cosine similarity: 0.6510416269302368
(136), addressbook, State1:state68, State2:state493, Human Classification:2, cosine similarity: 0.7708332538604736
(137), addressbook, State1:state340, State2:state677, Human Classification:2, cosine similarity: 0.8411457538604736
(138), addressbook, State1:state27, State2:state331, Human Classification:2, cosine similarity: -1, SKIPPED (STATE27)
(139), addressbook, State1:index, State2:state138, Human Classification:2, cosine similarity: 0.8255206942558289
(140), addressbook, State1:state196, State2:state340, Human Classification:2, cosine similarity: 0.9427081942558289
(141), addressbook, State1:state165, State2:state593, Human Classification:2, cosine similarity: 0.776041567325592
(142), addressbook, State1:state321, State2:state493, Human Classification:2, cosine similarity: 0.8046873807907104
(143), addressbook, State1:state506, State2:state566, Human Classification:1, cosine similarity: 0.9921874403953552
(144), addressbook, State1:state68, State2:state378, Human Classification:2, cosine similarity: 0.6536457538604736
(145), addressbook, State1:state33, State2:state344, Human Classification:2, cosine similarity: 0.3906249701976776
(146), addressbook, State1:state443, State2:state656, Human Classification:2, cosine similarity: 0.8515623807907104
(147), addressbook, State1:state39, State2:state397, Human Classification:2, cosine similarity: 0.7005207538604736
(148), addressbook, State1:state275, State2:state512, Human Classification:2, cosine similarity: 0.8776040077209473
(149), addressbook, State1:state331, State2:state464, Human Classification:2, cosine similarity: 0.8385415077209473
(150), addressbook, State1:state239, State2:state403, Human Classification:2, cosine similarity: 0.8749999403953552
(151), addressbook, State1:state150, State2:state697, Human Classification:1, cosine similarity: 0.8177082538604736
(152), addressbook, State1:state403, State2:state479, Human Classification:1, cosine similarity: 0.9869791269302368
(153), addressbook, State1:state50, State2:state697, Human Classification:2, cosine similarity: 0.6927082538604736
(154), addressbook, State1:state479, State2:state706, Human Classification:1, cosine similarity: 0.9817707538604736
(155), addressbook, State1:state54, State2:state634, Human Classification:2, cosine similarity: 0.7708332538604736
(156), addressbook, State1:state6, State2:state619, Human Classification:2, cosine similarity: 0.674479067325592
(157), addressbook, State1:state412, State2:state560, Human Classification:2, cosine similarity: 0.8203123807907104
(158), addressbook, State1:state355, State2:state593, Human Classification:2, cosine similarity: 0.8281248807907104
(159), addressbook, State1:state196, State2:state412, Human Classification:2, cosine similarity: 0.9453123807907104
(160), addressbook, State1:state29, State2:state520, Human Classification:2, cosine similarity: 0.6953124403953552
(161), addressbook, State1:index, State2:state29, Human Classification:2, cosine similarity: 0.8255206942558289
(162), addressbook, State1:state321, State2:state437, Human Classification:2, cosine similarity: 0.8671873807907104
(163), addressbook, State1:state38, State2:state713, Human Classification:2, cosine similarity: 0.3281249701976776
(164), addressbook, State1:state293, State2:state407, Human Classification:2, cosine similarity: 0.8619790077209473
(165), addressbook, State1:state459, State2:state593, Human Classification:2, cosine similarity: 0.8203124403953552
(166), addressbook, State1:state24, State2:state252, Human Classification:2, cosine similarity: 0.682291567325592
(167), addressbook, State1:state162, State2:state550, Human Classification:2, cosine similarity: 0.6822916269302368
(168), addressbook, State1:state432, State2:state718, Human Classification:1, cosine similarity: 0.979166567325592
(169), addressbook, State1:state64, State2:state593, Human Classification:2, cosine similarity: 0.6171873807907104
(170), addressbook, State1:state150, State2:state252, Human Classification:1, cosine similarity: 0.8723957538604736
(171), addressbook, State1:state412, State2:state493, Human Classification:2, cosine similarity: 0.8671874403953552
(172), addressbook, State1:state211, State2:state331, Human Classification:2, cosine similarity: 0.8281248807907104
(173), addressbook, State1:state29, State2:state489, Human Classification:2, cosine similarity: 0.6953124403953552
(174), addressbook, State1:state38, State2:state619, Human Classification:2, cosine similarity: 0.6249998807907104
(175), addressbook, State1:state275, State2:state606, Human Classification:2, cosine similarity: 0.8828123211860657
(176), addressbook, State1:state165, State2:state647, Human Classification:2, cosine similarity: 0.924479067325592
(177), addressbook, State1:state432, State2:state713, Human Classification:1, cosine similarity: 0.979166567325592
(178), addressbook, State1:state479, State2:state543, Human Classification:2, cosine similarity: 0.846354067325592
(179), addressbook, State1:state38, State2:state138, Human Classification:2, cosine similarity: 0.4036458134651184
(180), addressbook, State1:state233, State2:state517, Human Classification:2, cosine similarity: 0.9036457538604736
(181), addressbook, State1:state138, State2:state718, Human Classification:2, cosine similarity: 0.6484373807907104
(182), addressbook, State1:state162, State2:state315, Human Classification:2, cosine similarity: 0.7109374403953552
(183), addressbook, State1:state508, State2:state563, Human Classification:1, cosine similarity: 0.9947916269302368
(184), addressbook, State1:state173, State2:state243, Human Classification:2, cosine similarity: 0.7447915077209473
(185), addressbook, State1:state38, State2:state196, Human Classification:2, cosine similarity: 0.3385416269302368
(186), addressbook, State1:state269, State2:state464, Human Classification:2, cosine similarity: 0.9192706346511841
(187), addressbook, State1:state6, State2:state493, Human Classification:2, cosine similarity: 0.7083331942558289
(188), addressbook, State1:state543, State2:state638, Human Classification:2, cosine similarity: 0.6562498807907104
(189), addressbook, State1:state10, State2:state409, Human Classification:2, cosine similarity: 0.611979067325592
(190), addressbook, State1:state143, State2:state520, Human Classification:1, cosine similarity: 0.7708332538604736
(191), addressbook, State1:state50, State2:state624, Human Classification:2, cosine similarity: 0.8593748807907104
(192), addressbook, State1:state403, State2:state660, Human Classification:2, cosine similarity: 0.729166567325592
(193), addressbook, State1:state54, State2:state173, Human Classification:2, cosine similarity: 0.940104067325592
(194), addressbook, State1:state355, State2:state514, Human Classification:2, cosine similarity: 0.9114582538604736
(195), addressbook, State1:state315, State2:state443, Human Classification:1, cosine similarity: 0.9973957538604736
(196), addressbook, State1:state310, State2:state563, Human Classification:1, cosine similarity: 0.9609373211860657
(197), addressbook, State1:state697, State2:state703, Human Classification:1, cosine similarity: 0.9973957538604736
(198), addressbook, State1:state5, State2:state619, Human Classification:2, cosine similarity: 0.6901040077209473
(199), addressbook, State1:state508, State2:state677, Human Classification:2, cosine similarity: 0.846354067325592
(200), addressbook, State1:state196, State2:state575, Human Classification:1, cosine similarity: 0.9374999403953552
(201), addressbook, State1:state39, State2:state713, Human Classification:2, cosine similarity: 0.6848957538604736
(202), addressbook, State1:state715, State2:state718, Human Classification:1, cosine similarity: 0.9973957538604736
(203), addressbook, State1:state211, State2:state249, Human Classification:1, cosine similarity: 0.986979067325592
(204), addressbook, State1:state57, State2:state721, Human Classification:2, cosine similarity: 0.5703124403953552
(205), addressbook, State1:state249, State2:state543, Human Classification:2, cosine similarity: 0.8255206942558289
(206), addressbook, State1:state697, State2:state713, Human Classification:1, cosine similarity: 0.9999999403953552
(207), addressbook, State1:state489, State2:state560, Human Classification:2, cosine similarity: 0.8515623807907104
(208), addressbook, State1:state407, State2:state432, Human Classification:1, cosine similarity: 0.9895832538604736
(209), addressbook, State1:state293, State2:state538, Human Classification:2, cosine similarity: 0.8697915077209473
(210), addressbook, State1:state64, State2:state529, Human Classification:2, cosine similarity: 0.6979165077209473
(211), addressbook, State1:state165, State2:state455, Human Classification:2, cosine similarity: 0.7682291269302368
(212), addressbook, State1:state143, State2:state403, Human Classification:1, cosine similarity: 0.7838540077209473
(213), addressbook, State1:state50, State2:state165, Human Classification:2, cosine similarity: 0.7734374403953552
(214), addressbook, State1:state514, State2:state697, Human Classification:1, cosine similarity: 0.9895832538604736
(215), addressbook, State1:state38, State2:state364, Human Classification:2, cosine similarity: 0.588541567325592
(216), addressbook, State1:state176, State2:state349, Human Classification:1, cosine similarity: 0.9270832538604736
(217), addressbook, State1:state165, State2:state532, Human Classification:1, cosine similarity: 0.8489582538604736
(218), addressbook, State1:state202, State2:state315, Human Classification:2, cosine similarity: 0.8802082538604736
(219), addressbook, State1:state150, State2:state269, Human Classification:1, cosine similarity: 0.8671873807907104
(220), addressbook, State1:state38, State2:state464, Human Classification:2, cosine similarity: 0.6223958134651184
(221), addressbook, State1:state33, State2:state560, Human Classification:2, cosine similarity: 0.7239582538604736
(222), addressbook, State1:state257, State2:state690, Human Classification:2, cosine similarity: 0.8932291269302368
(223), addressbook, State1:state506, State2:state724, Human Classification:1, cosine similarity: 0.9843749403953552
(224), addressbook, State1:state489, State2:state724, Human Classification:1, cosine similarity: 0.7708331942558289
(225), addressbook, State1:state33, State2:state520, Human Classification:2, cosine similarity: 0.3932291567325592
(226), addressbook, State1:state679, State2:state713, Human Classification:1, cosine similarity: 0.994791567325592
(227), addressbook, State1:index, State2:state589, Human Classification:2, cosine similarity: 0.6822915077209473
(228), addressbook, State1:state523, State2:state674, Human Classification:2, cosine similarity: 0.7265623211860657
(229), addressbook, State1:state517, State2:state709, Human Classification:1, cosine similarity: 0.9895832538604736
(230), addressbook, State1:state33, State2:state64, Human Classification:2, cosine similarity: 0.4244791269302368
(231), addressbook, State1:state187, State2:state397, Human Classification:2, cosine similarity: 0.8880206942558289
(232), addressbook, State1:state24, State2:state709, Human Classification:2, cosine similarity: 0.6406248807907104
(233), addressbook, State1:state54, State2:state165, Human Classification:2, cosine similarity: 0.7734374403953552
(234), addressbook, State1:state199, State2:state243, Human Classification:1, cosine similarity: 0.971354067325592
(235), addressbook, State1:state434, State2:state566, Human Classification:1, cosine similarity: 0.994791567325592
(236), addressbook, State1:state27, State2:state464, Human Classification:1, cosine similarity: -1, SKIPPED (STATE27)
(237), addressbook, State1:state24, State2:state724, Human Classification:2, cosine similarity: 0.6406248807907104
(238), addressbook, State1:state239, State2:state536, Human Classification:2, cosine similarity: 0.8749998807907104
(239), addressbook, State1:state199, State2:state674, Human Classification:2, cosine similarity: 0.752604067325592
(240), addressbook, State1:state39, State2:state344, Human Classification:2, cosine similarity: 0.7135416269302368
(241), addressbook, State1:state257, State2:state409, Human Classification:2, cosine similarity: 0.846354067325592
(242), addressbook, State1:state344, State2:state647, Human Classification:2, cosine similarity: 0.8645831942558289
(243), addressbook, State1:state57, State2:state211, Human Classification:2, cosine similarity: 0.627604067325592
(244), addressbook, State1:state364, State2:state407, Human Classification:2, cosine similarity: 0.8489582538604736
(245), addressbook, State1:state520, State2:state697, Human Classification:1, cosine similarity: 0.994791567325592
(246), addressbook, State1:state679, State2:state727, Human Classification:1, cosine similarity: 0.9921873807907104
(247), addressbook, State1:state27, State2:state523, Human Classification:1, cosine similarity: -1, SKIPPED (STATE27)
(248), addressbook, State1:state39, State2:state489, Human Classification:2, cosine similarity: 0.697916567325592
(249), addressbook, State1:state233, State2:state679, Human Classification:2, cosine similarity: 0.8958332538604736
(250), addressbook, State1:state54, State2:state713, Human Classification:2, cosine similarity: 0.6927082538604736
(251), addressbook, State1:state10, State2:state50, Human Classification:0, cosine similarity: 0.9999999403953552
(252), addressbook, State1:state199, State2:state378, Human Classification:2, cosine similarity: 0.8385416269302368
(253), addressbook, State1:state33, State2:state321, Human Classification:2, cosine similarity: 0.7447915077209473
(254), addressbook, State1:state243, State2:state349, Human Classification:1, cosine similarity: 0.9609373807907104
(255), addressbook, State1:state493, State2:state706, Human Classification:2, cosine similarity: 0.8411457538604736
(256), addressbook, State1:state403, State2:state517, Human Classification:1, cosine similarity: 0.9921873807907104
(257), addressbook, State1:state668, State2:state697, Human Classification:2, cosine similarity: 0.8437498807907104
(258), addressbook, State1:state68, State2:state514, Human Classification:2, cosine similarity: 0.7031248807907104
(259), addressbook, State1:state412, State2:state724, Human Classification:2, cosine similarity: 0.9010416269302368
(260), addressbook, State1:state275, State2:state318, Human Classification:2, cosine similarity: 0.869791567325592
(261), addressbook, State1:state150, State2:state681, Human Classification:1, cosine similarity: 0.8203124403953552
(262), addressbook, State1:state38, State2:state344, Human Classification:2, cosine similarity: 0.3281249403953552
(263), addressbook, State1:state216, State2:state526, Human Classification:2, cosine similarity: 0.8802081942558289
(264), addressbook, State1:state16, State2:state340, Human Classification:2, cosine similarity: 0.6953124403953552
(265), addressbook, State1:state397, State2:state400, Human Classification:1, cosine similarity: 0.9895832538604736
(266), addressbook, State1:state249, State2:state340, Human Classification:2, cosine similarity: 0.9348957538604736
(267), addressbook, State1:state38, State2:state681, Human Classification:2, cosine similarity: 0.3255208134651184
(268), addressbook, State1:state249, State2:state634, Human Classification:2, cosine similarity: 0.8958332538604736
(269), addressbook, State1:state60, State2:state143, Human Classification:2, cosine similarity: 0.8593748807907104
(270), addressbook, State1:state173, State2:state443, Human Classification:2, cosine similarity: 0.7109373807907104
(271), addressbook, State1:state143, State2:state543, Human Classification:2, cosine similarity: 0.7109374403953552
(272), addressbook, State1:state173, State2:state566, Human Classification:2, cosine similarity: 0.7005207538604736
(273), addressbook, State1:state346, State2:state420, Human Classification:1, cosine similarity: 0.9817707538604736
(274), addressbook, State1:state187, State2:state724, Human Classification:2, cosine similarity: 0.8906248211860657
(275), addressbook, State1:state272, State2:state318, Human Classification:1, cosine similarity: 0.994791567325592
(276), addressbook, State1:state432, State2:state489, Human Classification:1, cosine similarity: 0.9843749403953552
(277), addressbook, State1:state624, State2:state634, Human Classification:2, cosine similarity: 0.7656248807907104
(278), addressbook, State1:state5, State2:state566, Human Classification:2, cosine similarity: 0.6510416269302368
(279), addressbook, State1:state293, State2:state624, Human Classification:2, cosine similarity: 0.6510416269302368
(280), addressbook, State1:state75, State2:state721, Human Classification:2, cosine similarity: 0.6718748807907104
(281), addressbook, State1:state141, State2:state501, Human Classification:2, cosine similarity: 0.6562498807907104
(282), addressbook, State1:state575, State2:state718, Human Classification:1, cosine similarity: 0.9973957538604736
(283), addressbook, State1:state173, State2:state315, Human Classification:2, cosine similarity: 0.7265623807907104
(284), addressbook, State1:state138, State2:state606, Human Classification:2, cosine similarity: 0.651041567325592
(285), addressbook, State1:state64, State2:state420, Human Classification:2, cosine similarity: 0.7031248807907104
(286), addressbook, State1:state651, State2:state656, Human Classification:2, cosine similarity: 0.6510415077209473
(287), addressbook, State1:state16, State2:state656, Human Classification:2, cosine similarity: 0.7421874403953552
(288), addressbook, State1:state409, State2:state718, Human Classification:2, cosine similarity: 0.8593749403953552
(289), addressbook, State1:state443, State2:state583, Human Classification:1, cosine similarity: 0.9999999403953552
(290), addressbook, State1:state308, State2:state715, Human Classification:1, cosine similarity: 0.9583332538604736
(291), addressbook, State1:state543, State2:state715, Human Classification:2, cosine similarity: 0.8567707538604736
(292), addressbook, State1:state674, State2:state713, Human Classification:2, cosine similarity: 0.7161456942558289
(293), addressbook, State1:state162, State2:state252, Human Classification:2, cosine similarity: 0.7187498807907104
(294), addressbook, State1:state308, State2:state331, Human Classification:2, cosine similarity: 0.8411457538604736
(295), addressbook, State1:state403, State2:state512, Human Classification:1, cosine similarity: 0.9895832538604736
(296), addressbook, State1:state583, State2:state624, Human Classification:2, cosine similarity: 0.7135415077209473
(297), addressbook, State1:state249, State2:state619, Human Classification:2, cosine similarity: 0.8984373807907104
(298), addressbook, State1:index, State2:state162, Human Classification:2, cosine similarity: 0.8151041269302368
(299), addressbook, State1:state455, State2:state634, Human Classification:2, cosine similarity: 0.7786457538604736
(300), addressbook, State1:state529, State2:state566, Human Classification:1, cosine similarity: 0.9999999403953552
(301), addressbook, State1:state272, State2:state593, Human Classification:2, cosine similarity: 0.8255206942558289
(302), addressbook, State1:state16, State2:state700, Human Classification:2, cosine similarity: 0.6744790077209473
(303), addressbook, State1:state252, State2:state660, Human Classification:2, cosine similarity: 0.7499999403953552
(304), addressbook, State1:state331, State2:state378, Human Classification:2, cosine similarity: 0.8255207538604736
(305), addressbook, State1:state479, State2:state624, Human Classification:2, cosine similarity: 0.7187498807907104
(306), addressbook, State1:state257, State2:state392, Human Classification:2, cosine similarity: 0.9114582538604736
(307), addressbook, State1:state252, State2:state727, Human Classification:1, cosine similarity: 0.9374999403953552
(308), addressbook, State1:state403, State2:state686, Human Classification:1, cosine similarity: 0.9817706942558289
(309), addressbook, State1:state269, State2:state278, Human Classification:2, cosine similarity: 0.9062499403953552
