(0), addressbook, State1:state233, State2:state550, Human Classification:2, cosine similarity: 0.8984373807907104
(34), addressbook, State1:state64, State2:state349, Human Classification:2, cosine similarity: 0.9114581942558289
(35), addressbook, State1:state308, State2:state713, Human Classification:1, cosine similarity: 0.9843748807907104
(36), addressbook, State1:state589, State2:state715, Human Classification:2, cosine similarity: 0.8828123807907104
(37), addressbook, State1:state10, State2:state597, Human Classification:2, cosine similarity: 0.901041567325592
(38), addressbook, State1:state138, State2:state560, Human Classification:2, cosine similarity: 0.8802081942558289
(39), addressbook, State1:state437, State2:state560, Human Classification:2, cosine similarity: 0.9791665077209473
(40), addressbook, State1:state520, State2:state550, Human Classification:1, cosine similarity: 0.9973957538604736
(41), addressbook, State1:state597, State2:state624, Human Classification:2, cosine similarity: 0.8749998807907104
(42), addressbook, State1:state27, State2:state257, Human Classification:2, cosine similarity: 0.7187498807907104
(43), addressbook, State1:state364, State2:state532, Human Classification:2, cosine similarity: 0.8906248807907104
(44), addressbook, State1:state3, State2:state624, Human Classification:2, cosine similarity: 0.8802081942558289
(45), addressbook, State1:state247, State2:state318, Human Classification:1, cosine similarity: 0.9895831942558289
(46), addressbook, State1:state6, State2:state293, Human Classification:2, cosine similarity: 0.8749999403953552
(47), addressbook, State1:state278, State2:state647, Human Classification:2, cosine similarity: 0.908854067325592
(48), addressbook, State1:state173, State2:state355, Human Classification:2, cosine similarity: 0.877604067325592
(49), addressbook, State1:state38, State2:state355, Human Classification:2, cosine similarity: 0.838541567325592
(50), addressbook, State1:state677, State2:state679, Human Classification:2, cosine similarity: 0.893229067325592
(51), addressbook, State1:state33, State2:state247, Human Classification:2, cosine similarity: 0.8828123807907104
(52), addressbook, State1:index, State2:state68, Human Classification:2, cosine similarity: 0.9348957538604736
(53), addressbook, State1:state252, State2:state269, Human Classification:1, cosine similarity: 0.9999999403953552
(54), addressbook, State1:state75, State2:state162, Human Classification:2, cosine similarity: 0.9765623807907104
(55), addressbook, State1:state269, State2:state400, Human Classification:1, cosine similarity: 0.9973957538604736
(56), addressbook, State1:state6, State2:state434, Human Classification:2, cosine similarity: 0.8749999403953552
(57), addressbook, State1:state355, State2:state721, Human Classification:2, cosine similarity: 0.8880206346511841
(58), addressbook, State1:state249, State2:state703, Human Classification:1, cosine similarity: 0.9765623807907104
(59), addressbook, State1:state165, State2:state715, Human Classification:1, cosine similarity: 0.9505207538604736
(60), addressbook, State1:state187, State2:state400, Human Classification:2, cosine similarity: 0.9609374403953552
(61), addressbook, State1:state331, State2:state479, Human Classification:2, cosine similarity: 0.9062498807907104
(62), addressbook, State1:state692, State2:state697, Human Classification:1, cosine similarity: 0.9999999403953552
(63), addressbook, State1:state3, State2:state660, Human Classification:2, cosine similarity: 0.8802081942558289
(64), addressbook, State1:state138, State2:state721, Human Classification:2, cosine similarity: 0.8749998807907104
(65), addressbook, State1:state437, State2:state523, Human Classification:1, cosine similarity: 0.9895832538604736
(66), addressbook, State1:state455, State2:state721, Human Classification:2, cosine similarity: 0.8984373807907104
(67), addressbook, State1:state176, State2:state589, Human Classification:2, cosine similarity: 0.8932291269302368
(68), addressbook, State1:state346, State2:state355, Human Classification:2, cosine similarity: 0.893229067325592
(69), addressbook, State1:state3, State2:state514, Human Classification:2, cosine similarity: 0.8515624403953552
(70), addressbook, State1:state308, State2:state536, Human Classification:1, cosine similarity: 0.9843748807907104
(71), addressbook, State1:state173, State2:state589, Human Classification:2, cosine similarity: 0.8671874403953552
(72), addressbook, State1:state211, State2:state378, Human Classification:2, cosine similarity: 0.9635415077209473
(73), addressbook, State1:state412, State2:state589, Human Classification:1, cosine similarity: 0.9973957538604736
(74), addressbook, State1:state493, State2:state686, Human Classification:2, cosine similarity: 0.8828123807907104
(75), addressbook, State1:state318, State2:state713, Human Classification:1, cosine similarity: 0.986979067325592
(76), addressbook, State1:state29, State2:state57, Human Classification:2, cosine similarity: 0.9218748807907104
(77), addressbook, State1:index, State2:state216, Human Classification:2, cosine similarity: 0.861979067325592
(78), addressbook, State1:state400, State2:state512, Human Classification:1, cosine similarity: 0.9921874403953552
(79), addressbook, State1:state165, State2:state420, Human Classification:1, cosine similarity: 0.9609373807907104
(80), addressbook, State1:state57, State2:state532, Human Classification:2, cosine similarity: 0.8723957538604736
(81), addressbook, State1:state275, State2:state523, Human Classification:2, cosine similarity: 0.9739581942558289
(82), addressbook, State1:state257, State2:state293, Human Classification:2, cosine similarity: 0.9296873807907104
(83), addressbook, State1:state403, State2:state668, Human Classification:2, cosine similarity: 0.8880206942558289
(84), addressbook, State1:state344, State2:state378, Human Classification:2, cosine similarity: 0.9791665077209473
(85), addressbook, State1:state5, State2:state397, Human Classification:2, cosine similarity: 0.885416567325592
(86), addressbook, State1:state187, State2:state647, Human Classification:2, cosine similarity: 0.9036457538604736
(87), addressbook, State1:state3, State2:state543, Human Classification:2, cosine similarity: 0.8385414481163025
(88), addressbook, State1:state278, State2:state355, Human Classification:1, cosine similarity: 0.9973957538604736
(89), addressbook, State1:state321, State2:state560, Human Classification:1, cosine similarity: 0.994791567325592
(90), addressbook, State1:state606, State2:state619, Human Classification:2, cosine similarity: 0.8828123807907104
(91), addressbook, State1:state50, State2:state543, Human Classification:2, cosine similarity: 0.869791567325592
(92), addressbook, State1:state54, State2:state150, Human Classification:2, cosine similarity: 0.9609373807907104
(93), addressbook, State1:state257, State2:state318, Human Classification:2, cosine similarity: 0.9010415077209473
(94), addressbook, State1:state10, State2:state493, Human Classification:2, cosine similarity: 0.9505207538604736
(95), addressbook, State1:state29, State2:state432, Human Classification:2, cosine similarity: 0.8828123807907104
(96), addressbook, State1:state593, State2:state677, Human Classification:1, cosine similarity: 0.9973957538604736
(97), addressbook, State1:state432, State2:state526, Human Classification:1, cosine similarity: 0.9895832538604736
(98), addressbook, State1:state138, State2:state409, Human Classification:2, cosine similarity: 0.8567706942558289
(99), addressbook, State1:state364, State2:state709, Human Classification:2, cosine similarity: 0.8906248807907104
(100), addressbook, State1:state38, State2:state403, Human Classification:2, cosine similarity: 0.8411457538604736
(101), addressbook, State1:state54, State2:state727, Human Classification:2, cosine similarity: 0.901041567325592
(102), addressbook, State1:state501, State2:state517, Human Classification:2, cosine similarity: 0.877604067325592
(103), addressbook, State1:state50, State2:state606, Human Classification:2, cosine similarity: 0.901041567325592
(104), addressbook, State1:state272, State2:state700, Human Classification:1, cosine similarity: 0.9843748807907104
(105), addressbook, State1:state187, State2:state378, Human Classification:1, cosine similarity: 0.9687498807907104
(106), addressbook, State1:state459, State2:state638, Human Classification:2, cosine similarity: 0.8749998807907104
(107), addressbook, State1:state272, State2:state692, Human Classification:1, cosine similarity: 0.9843748807907104
(108), addressbook, State1:state150, State2:state638, Human Classification:2, cosine similarity: 0.908854067325592
(109), addressbook, State1:state38, State2:state651, Human Classification:2, cosine similarity: 0.861979067325592
(110), addressbook, State1:state647, State2:state651, Human Classification:2, cosine similarity: 0.9036457538604736
(111), addressbook, State1:state249, State2:state523, Human Classification:1, cosine similarity: 0.9765623807907104
(112), addressbook, State1:state6, State2:state459, Human Classification:2, cosine similarity: 0.8802082538604736
(113), addressbook, State1:state318, State2:state589, Human Classification:2, cosine similarity: 0.8906248211860657
(114), addressbook, State1:state272, State2:state668, Human Classification:2, cosine similarity: 0.893229067325592
(115), addressbook, State1:state75, State2:state563, Human Classification:2, cosine similarity: 0.8619791269302368
(116), addressbook, State1:state455, State2:state713, Human Classification:2, cosine similarity: 0.8984373807907104
(117), addressbook, State1:state150, State2:state400, Human Classification:1, cosine similarity: 0.947916567325592
(118), addressbook, State1:state257, State2:state520, Human Classification:2, cosine similarity: 0.8958331942558289
(119), addressbook, State1:state54, State2:state392, Human Classification:2, cosine similarity: 0.9114581942558289
(120), addressbook, State1:state318, State2:state479, Human Classification:1, cosine similarity: 0.9973957538604736
(121), addressbook, State1:state349, State2:state718, Human Classification:1, cosine similarity: 0.9895832538604736
(122), addressbook, State1:state243, State2:state532, Human Classification:1, cosine similarity: 0.9739582538604736
(123), addressbook, State1:state143, State2:state703, Human Classification:1, cosine similarity: 0.916666567325592
(124), addressbook, State1:state252, State2:state489, Human Classification:1, cosine similarity: 0.994791567325592
(125), addressbook, State1:state10, State2:state677, Human Classification:2, cosine similarity: 0.8723956942558289
(126), addressbook, State1:state64, State2:state489, Human Classification:2, cosine similarity: 0.9114581942558289
(127), addressbook, State1:state523, State2:state681, Human Classification:1, cosine similarity: 0.9999999403953552
(128), addressbook, State1:state392, State2:state538, Human Classification:1, cosine similarity: 0.9895832538604736
(129), addressbook, State1:state211, State2:state489, Human Classification:1, cosine similarity: 0.9843748807907104
(130), addressbook, State1:state443, State2:state706, Human Classification:1, cosine similarity: 0.9895832538604736
(131), addressbook, State1:state141, State2:state619, Human Classification:2, cosine similarity: 0.9244791269302368
(132), addressbook, State1:state165, State2:state597, Human Classification:1, cosine similarity: 0.9505207538604736
(133), addressbook, State1:state713, State2:state727, Human Classification:1, cosine similarity: 0.9999999403953552
(134), addressbook, State1:state340, State2:state575, Human Classification:2, cosine similarity: 0.8854165077209473
(135), addressbook, State1:state8, State2:state681, Human Classification:2, cosine similarity: 0.8333332538604736
(136), addressbook, State1:state68, State2:state493, Human Classification:2, cosine similarity: 0.9505207538604736
(137), addressbook, State1:state340, State2:state677, Human Classification:2, cosine similarity: 0.9453123807907104
(138), addressbook, State1:state27, State2:state331, Human Classification:2, cosine similarity: 0.7317706942558289
(139), addressbook, State1:index, State2:state138, Human Classification:2, cosine similarity: 0.9401040077209473
(140), addressbook, State1:state196, State2:state340, Human Classification:2, cosine similarity: 0.901041567325592
(141), addressbook, State1:state165, State2:state593, Human Classification:2, cosine similarity: 0.8984374403953552
(142), addressbook, State1:state321, State2:state493, Human Classification:2, cosine similarity: 0.8880207538604736
(143), addressbook, State1:state506, State2:state566, Human Classification:1, cosine similarity: 0.9921873807907104
(144), addressbook, State1:state68, State2:state378, Human Classification:2, cosine similarity: 0.9062499403953552
(145), addressbook, State1:state33, State2:state344, Human Classification:2, cosine similarity: 0.8697915077209473
(146), addressbook, State1:state443, State2:state656, Human Classification:2, cosine similarity: 0.8880206942558289
(147), addressbook, State1:state39, State2:state397, Human Classification:2, cosine similarity: 0.8906248211860657
(148), addressbook, State1:state275, State2:state512, Human Classification:2, cosine similarity: 0.9739581942558289
(149), addressbook, State1:state331, State2:state464, Human Classification:2, cosine similarity: 0.9296873807907104
(150), addressbook, State1:state239, State2:state403, Human Classification:2, cosine similarity: 0.8958331942558289
(151), addressbook, State1:state150, State2:state697, Human Classification:1, cosine similarity: 0.9348956942558289
(152), addressbook, State1:state403, State2:state479, Human Classification:1, cosine similarity: 0.9999999403953552
(153), addressbook, State1:state50, State2:state697, Human Classification:2, cosine similarity: 0.901041567325592
(154), addressbook, State1:state479, State2:state706, Human Classification:1, cosine similarity: 0.9895832538604736
(155), addressbook, State1:state54, State2:state634, Human Classification:2, cosine similarity: 0.9505207538604736
(156), addressbook, State1:state6, State2:state619, Human Classification:2, cosine similarity: 0.9088540077209473
(157), addressbook, State1:state412, State2:state560, Human Classification:2, cosine similarity: 0.885416567325592
(158), addressbook, State1:state355, State2:state593, Human Classification:2, cosine similarity: 0.9453124403953552
(159), addressbook, State1:state196, State2:state412, Human Classification:2, cosine similarity: 0.8958332538604736
(160), addressbook, State1:state29, State2:state520, Human Classification:2, cosine similarity: 0.8749999403953552
(161), addressbook, State1:index, State2:state29, Human Classification:2, cosine similarity: 0.9583332538604736
(162), addressbook, State1:state321, State2:state437, Human Classification:2, cosine similarity: 0.9791665077209473
(163), addressbook, State1:state38, State2:state713, Human Classification:2, cosine similarity: 0.8307291269302368
(164), addressbook, State1:state293, State2:state407, Human Classification:2, cosine similarity: 0.9062497615814209
(165), addressbook, State1:state459, State2:state593, Human Classification:2, cosine similarity: 0.8906248807907104
(166), addressbook, State1:state24, State2:state252, Human Classification:2, cosine similarity: 0.7916665077209473
(167), addressbook, State1:state162, State2:state550, Human Classification:2, cosine similarity: 0.8749998807907104
(168), addressbook, State1:state432, State2:state718, Human Classification:1, cosine similarity: 0.9895832538604736
(169), addressbook, State1:state64, State2:state593, Human Classification:2, cosine similarity: 0.8749998807907104
(170), addressbook, State1:state150, State2:state252, Human Classification:1, cosine similarity: 0.9505207538604736
(171), addressbook, State1:state412, State2:state493, Human Classification:2, cosine similarity: 0.8984374403953552
(172), addressbook, State1:state211, State2:state331, Human Classification:2, cosine similarity: 0.9010415077209473
(173), addressbook, State1:state29, State2:state489, Human Classification:2, cosine similarity: 0.8828123807907104
(174), addressbook, State1:state38, State2:state619, Human Classification:2, cosine similarity: 0.9218748807907104
(175), addressbook, State1:state275, State2:state606, Human Classification:2, cosine similarity: 0.9739581942558289
(176), addressbook, State1:state165, State2:state647, Human Classification:2, cosine similarity: 0.9270832538604736
(177), addressbook, State1:state432, State2:state713, Human Classification:1, cosine similarity: 0.9895832538604736
(178), addressbook, State1:state479, State2:state543, Human Classification:2, cosine similarity: 0.8958332538604736
(179), addressbook, State1:state38, State2:state138, Human Classification:2, cosine similarity: 0.9348956942558289
(180), addressbook, State1:state233, State2:state517, Human Classification:2, cosine similarity: 0.901041567325592
(181), addressbook, State1:state138, State2:state718, Human Classification:2, cosine similarity: 0.8749998807907104
(182), addressbook, State1:state162, State2:state315, Human Classification:2, cosine similarity: 0.8906248807907104
(183), addressbook, State1:state508, State2:state563, Human Classification:1, cosine similarity: 0.9921873807907104
(184), addressbook, State1:state173, State2:state243, Human Classification:2, cosine similarity: 0.8906248211860657
(185), addressbook, State1:state38, State2:state196, Human Classification:2, cosine similarity: 0.861979067325592
(186), addressbook, State1:state269, State2:state464, Human Classification:2, cosine similarity: 0.8880206942558289
(187), addressbook, State1:state6, State2:state493, Human Classification:2, cosine similarity: 0.9088540077209473
(188), addressbook, State1:state543, State2:state638, Human Classification:2, cosine similarity: 0.8489582538604736
(189), addressbook, State1:state10, State2:state409, Human Classification:2, cosine similarity: 0.8828123807907104
(190), addressbook, State1:state143, State2:state520, Human Classification:1, cosine similarity: 0.9192706942558289
(191), addressbook, State1:state50, State2:state624, Human Classification:2, cosine similarity: 0.9114581942558289
(192), addressbook, State1:state403, State2:state660, Human Classification:2, cosine similarity: 0.8802081942558289
(193), addressbook, State1:state54, State2:state173, Human Classification:2, cosine similarity: 0.947916567325592
(194), addressbook, State1:state355, State2:state514, Human Classification:2, cosine similarity: 0.8958331942558289
(195), addressbook, State1:state315, State2:state443, Human Classification:1, cosine similarity: 0.994791567325592
(196), addressbook, State1:state310, State2:state563, Human Classification:1, cosine similarity: 0.9843748807907104
(197), addressbook, State1:state697, State2:state703, Human Classification:1, cosine similarity: 0.9999999403953552
(198), addressbook, State1:state5, State2:state619, Human Classification:2, cosine similarity: 0.9036457538604736
(199), addressbook, State1:state508, State2:state677, Human Classification:2, cosine similarity: 0.9010415077209473
(200), addressbook, State1:state196, State2:state575, Human Classification:1, cosine similarity: 0.9635416269302368
(201), addressbook, State1:state39, State2:state713, Human Classification:2, cosine similarity: 0.8854165077209473
(202), addressbook, State1:state715, State2:state718, Human Classification:1, cosine similarity: 0.9999999403953552
(203), addressbook, State1:state211, State2:state249, Human Classification:1, cosine similarity: 0.9973957538604736
(204), addressbook, State1:state57, State2:state721, Human Classification:2, cosine similarity: 0.8723957538604736
(205), addressbook, State1:state249, State2:state543, Human Classification:2, cosine similarity: 0.8880206942558289
(206), addressbook, State1:state697, State2:state713, Human Classification:1, cosine similarity: 0.9999999403953552
(207), addressbook, State1:state489, State2:state560, Human Classification:2, cosine similarity: 0.9791665077209473
(208), addressbook, State1:state407, State2:state432, Human Classification:1, cosine similarity: 0.9999999403953552
(209), addressbook, State1:state293, State2:state538, Human Classification:2, cosine similarity: 0.901041567325592
(210), addressbook, State1:state64, State2:state529, Human Classification:2, cosine similarity: 0.901041567325592
(211), addressbook, State1:state165, State2:state455, Human Classification:2, cosine similarity: 0.901041567325592
(212), addressbook, State1:state143, State2:state403, Human Classification:1, cosine similarity: 0.9270832538604736
(213), addressbook, State1:state50, State2:state165, Human Classification:2, cosine similarity: 0.9505207538604736
(214), addressbook, State1:state514, State2:state697, Human Classification:1, cosine similarity: 0.9921873807907104
(215), addressbook, State1:state38, State2:state364, Human Classification:2, cosine similarity: 0.8411457538604736
(216), addressbook, State1:state176, State2:state349, Human Classification:1, cosine similarity: 0.9687499403953552
(217), addressbook, State1:state165, State2:state532, Human Classification:1, cosine similarity: 0.9505207538604736
(218), addressbook, State1:state202, State2:state315, Human Classification:2, cosine similarity: 0.9713540077209473
(219), addressbook, State1:state150, State2:state269, Human Classification:1, cosine similarity: 0.9505207538604736
(220), addressbook, State1:state38, State2:state464, Human Classification:2, cosine similarity: 0.8333332538604736
(221), addressbook, State1:state33, State2:state560, Human Classification:2, cosine similarity: 0.8749998807907104
(222), addressbook, State1:state257, State2:state690, Human Classification:2, cosine similarity: 0.8932290077209473
(223), addressbook, State1:state506, State2:state724, Human Classification:1, cosine similarity: 0.9921873807907104
(224), addressbook, State1:state489, State2:state724, Human Classification:1, cosine similarity: 0.9895832538604736
(225), addressbook, State1:state33, State2:state520, Human Classification:2, cosine similarity: 0.861979067325592
(226), addressbook, State1:state679, State2:state713, Human Classification:1, cosine similarity: 0.9999999403953552
(227), addressbook, State1:index, State2:state589, Human Classification:2, cosine similarity: 0.8437498807907104
(228), addressbook, State1:state523, State2:state674, Human Classification:2, cosine similarity: 0.8749998807907104
(229), addressbook, State1:state517, State2:state709, Human Classification:1, cosine similarity: 0.9973957538604736
(230), addressbook, State1:state33, State2:state64, Human Classification:2, cosine similarity: 0.9427081346511841
(231), addressbook, State1:state187, State2:state397, Human Classification:2, cosine similarity: 0.963541567325592
(232), addressbook, State1:state24, State2:state709, Human Classification:2, cosine similarity: 0.7760416269302368
(233), addressbook, State1:state54, State2:state165, Human Classification:2, cosine similarity: 0.9505207538604736
(234), addressbook, State1:state199, State2:state243, Human Classification:1, cosine similarity: 0.9947916269302368
(235), addressbook, State1:state434, State2:state566, Human Classification:1, cosine similarity: 0.9895832538604736
(236), addressbook, State1:state27, State2:state464, Human Classification:2, cosine similarity: 0.7187498807907104
(237), addressbook, State1:state24, State2:state724, Human Classification:2, cosine similarity: 0.7760416269302368
(238), addressbook, State1:state239, State2:state536, Human Classification:2, cosine similarity: 0.8906249403953552
(239), addressbook, State1:state199, State2:state674, Human Classification:2, cosine similarity: 0.9010415077209473
(240), addressbook, State1:state39, State2:state344, Human Classification:2, cosine similarity: 0.8906248211860657
(241), addressbook, State1:state257, State2:state409, Human Classification:2, cosine similarity: 0.9427081942558289
(242), addressbook, State1:state344, State2:state647, Human Classification:2, cosine similarity: 0.8880206942558289
(243), addressbook, State1:state57, State2:state211, Human Classification:2, cosine similarity: 0.8984373807907104
(244), addressbook, State1:state364, State2:state407, Human Classification:2, cosine similarity: 0.8958331942558289
(245), addressbook, State1:state520, State2:state697, Human Classification:1, cosine similarity: 0.9973957538604736
(246), addressbook, State1:state679, State2:state727, Human Classification:1, cosine similarity: 0.9999999403953552
(247), addressbook, State1:state27, State2:state523, Human Classification:2, cosine similarity: 0.7109374403953552
(248), addressbook, State1:state39, State2:state489, Human Classification:2, cosine similarity: 0.8906248211860657
(249), addressbook, State1:state233, State2:state679, Human Classification:2, cosine similarity: 0.8984373807907104
(250), addressbook, State1:state54, State2:state713, Human Classification:2, cosine similarity: 0.901041567325592
(251), addressbook, State1:state10, State2:state50, Human Classification:0, cosine similarity: 0.9999999403953552
(252), addressbook, State1:state199, State2:state378, Human Classification:2, cosine similarity: 0.9635415077209473
(253), addressbook, State1:state33, State2:state321, Human Classification:2, cosine similarity: 0.8802082538604736
(254), addressbook, State1:state243, State2:state349, Human Classification:1, cosine similarity: 0.9843748807907104
(255), addressbook, State1:state493, State2:state706, Human Classification:2, cosine similarity: 0.8828123807907104
(256), addressbook, State1:state403, State2:state517, Human Classification:1, cosine similarity: 0.9921874403953552
(257), addressbook, State1:state668, State2:state697, Human Classification:2, cosine similarity: 0.8828123807907104
(258), addressbook, State1:state68, State2:state514, Human Classification:2, cosine similarity: 0.9088540077209473
(259), addressbook, State1:state412, State2:state724, Human Classification:2, cosine similarity: 0.8854165077209473
(260), addressbook, State1:state275, State2:state318, Human Classification:2, cosine similarity: 0.9765623211860657
(261), addressbook, State1:state150, State2:state681, Human Classification:1, cosine similarity: 0.9348956942558289
(262), addressbook, State1:state38, State2:state344, Human Classification:2, cosine similarity: 0.8411457538604736
(263), addressbook, State1:state216, State2:state526, Human Classification:2, cosine similarity: 0.9687498807907104
(264), addressbook, State1:state16, State2:state340, Human Classification:2, cosine similarity: 0.8671873807907104
(265), addressbook, State1:state397, State2:state400, Human Classification:1, cosine similarity: 0.9973957538604736
(266), addressbook, State1:state249, State2:state340, Human Classification:2, cosine similarity: 0.8932290077209473
(267), addressbook, State1:state38, State2:state681, Human Classification:2, cosine similarity: 0.8307291269302368
(268), addressbook, State1:state249, State2:state634, Human Classification:2, cosine similarity: 0.9010416269302368
(269), addressbook, State1:state60, State2:state143, Human Classification:2, cosine similarity: 0.9843748807907104
(270), addressbook, State1:state173, State2:state443, Human Classification:2, cosine similarity: 0.8749998807907104
(271), addressbook, State1:state143, State2:state543, Human Classification:2, cosine similarity: 0.8749998807907104
(272), addressbook, State1:state173, State2:state566, Human Classification:2, cosine similarity: 0.8645831346511841
(273), addressbook, State1:state346, State2:state420, Human Classification:1, cosine similarity: 0.9999999403953552
(274), addressbook, State1:state187, State2:state724, Human Classification:2, cosine similarity: 0.9531248807907104
(275), addressbook, State1:state272, State2:state318, Human Classification:1, cosine similarity: 0.9973957538604736
(276), addressbook, State1:state432, State2:state489, Human Classification:1, cosine similarity: 0.9999999403953552
(277), addressbook, State1:state624, State2:state634, Human Classification:2, cosine similarity: 0.9036457538604736
(278), addressbook, State1:state5, State2:state566, Human Classification:2, cosine similarity: 0.8749999403953552
(279), addressbook, State1:state293, State2:state624, Human Classification:2, cosine similarity: 0.8854165077209473
(280), addressbook, State1:state75, State2:state721, Human Classification:2, cosine similarity: 0.8619791269302368
(281), addressbook, State1:state141, State2:state501, Human Classification:2, cosine similarity: 0.8749998807907104
(282), addressbook, State1:state575, State2:state718, Human Classification:1, cosine similarity: 0.9999999403953552
(283), addressbook, State1:state173, State2:state315, Human Classification:2, cosine similarity: 0.8802082538604736
(284), addressbook, State1:state138, State2:state606, Human Classification:2, cosine similarity: 0.8749998807907104
(285), addressbook, State1:state64, State2:state420, Human Classification:2, cosine similarity: 0.9114581942558289
(286), addressbook, State1:state651, State2:state656, Human Classification:2, cosine similarity: 0.9036457538604736
(287), addressbook, State1:state16, State2:state656, Human Classification:2, cosine similarity: 0.9062498807907104
(288), addressbook, State1:state409, State2:state718, Human Classification:2, cosine similarity: 0.8984373807907104
(289), addressbook, State1:state443, State2:state583, Human Classification:1, cosine similarity: 0.9895832538604736
(290), addressbook, State1:state308, State2:state715, Human Classification:1, cosine similarity: 0.9843748807907104
(291), addressbook, State1:state543, State2:state715, Human Classification:2, cosine similarity: 0.8906248807907104
(292), addressbook, State1:state674, State2:state713, Human Classification:2, cosine similarity: 0.8749998807907104
(293), addressbook, State1:state162, State2:state252, Human Classification:2, cosine similarity: 0.8906248807907104
(294), addressbook, State1:state308, State2:state331, Human Classification:2, cosine similarity: 0.9010415077209473
(295), addressbook, State1:state403, State2:state512, Human Classification:1, cosine similarity: 0.9947916269302368
(296), addressbook, State1:state583, State2:state624, Human Classification:2, cosine similarity: 0.8749998807907104
(297), addressbook, State1:state249, State2:state619, Human Classification:2, cosine similarity: 0.9010416269302368
(298), addressbook, State1:index, State2:state162, Human Classification:2, cosine similarity: 0.9505208134651184
(299), addressbook, State1:state455, State2:state634, Human Classification:2, cosine similarity: 0.8749999403953552
(300), addressbook, State1:state529, State2:state566, Human Classification:1, cosine similarity: 0.9999999403953552
(301), addressbook, State1:state272, State2:state593, Human Classification:2, cosine similarity: 0.8958332538604736
(302), addressbook, State1:state16, State2:state700, Human Classification:2, cosine similarity: 0.8723957538604736
(303), addressbook, State1:state252, State2:state660, Human Classification:2, cosine similarity: 0.885416567325592
(304), addressbook, State1:state331, State2:state378, Human Classification:2, cosine similarity: 0.8906248807907104
(305), addressbook, State1:state479, State2:state624, Human Classification:2, cosine similarity: 0.8802081942558289
(306), addressbook, State1:state257, State2:state392, Human Classification:2, cosine similarity: 0.8984373807907104
(307), addressbook, State1:state252, State2:state727, Human Classification:1, cosine similarity: 0.9843748807907104
(308), addressbook, State1:state403, State2:state686, Human Classification:1, cosine similarity: 0.9895832538604736
(309), addressbook, State1:state269, State2:state278, Human Classification:2, cosine similarity: 0.8958331942558289
(310), addressbook, State1:state479, State2:state550, Human Classification:1, cosine similarity: 0.9895832538604736
